participant,round,size_leaf_norm,size_score_norm,size_feedback_norm,size_speed_norm,size_accel_norm,size_labels_norm,opacity_norm,size_leaf_phys,size_score_phys,size_feedback_phys,size_speed_phys,size_accel_phys,size_labels_phys,opacity_phys,visible_leaf,visible_score,visible_feedback,visible_accel,visible_labels,speed_alpha
P05,1,0.2311,0.9092,0.8035,0.7301,0.417,0.3135,0.647,0.3004,1.182,1.0446,1.1111,0.5421,0.4076,0.6823,False,True,True,False,False,0.6823
P05,2,0.6571,0.3605,0.4426,0.8051,0.2625,0.3477,0.1513,0.8542,0.4687,0.5754,1.1636,0.3413,0.452,0.2362,True,False,False,False,False,0.4
P05,3,0.8242,0.0264,0.8012,0.2742,0.9382,0.4359,0.8696,1.0715,0.0343,1.0416,0.7919,1.2197,0.5667,0.8826,True,False,True,True,False,0.8826
P05,4,0.8457,0.6868,0.7646,0.4214,0.7888,0.4746,0.3997,1.0994,0.8928,0.994,0.895,1.0254,0.617,0.4597,True,True,True,True,True,0.4597
P05,5,0.649,0.58,0.7401,0.8225,0.5942,0.8432,0.7431,0.8437,0.754,0.9621,1.1758,0.7725,1.0962,0.7688,True,True,True,True,True,0.7688
P05,6,0.1618,0.8094,0.3576,0.5949,0.9435,0.3713,0.6254,0.2103,1.0522,0.4649,1.0164,1.2266,0.4827,0.6629,False,True,False,True,False,0.6629
P05,7,0.7785,0.6908,0.1771,0.9968,0.4871,0.4399,0.1504,1.012,0.898,0.2302,1.2978,0.6332,0.5719,0.2354,True,True,False,True,False,0.4
P05,8,0.5758,0.3062,0.3859,0.2658,0.1437,0.9871,0.837,0.7485,0.3981,0.5017,0.7861,0.1868,1.2832,0.8533,True,False,False,False,True,0.8533
P05,9,0.6651,0.1453,0.9785,0.3405,0.4812,0.1197,0.6352,0.8646,0.1889,1.2721,0.8384,0.6256,0.1556,0.6717,True,False,True,True,False,0.6717
P05,10,0.5537,0.143,0.9212,0.5281,0.5511,0.8668,0.7129,0.7198,0.1859,1.1976,0.9697,0.7164,1.1268,0.7416,True,False,True,True,True,0.7416
P05,11,0.4619,0.8704,0.6827,0.2764,0.4474,0.4591,0.7789,0.6005,1.1315,0.8875,0.7935,0.5816,0.5968,0.801,True,True,True,False,False,0.801
P05,12,0.8447,0.6498,0.3132,0.9184,0.8493,0.9728,0.2625,1.0981,0.8447,0.4072,1.2429,1.1041,1.2646,0.3363,True,True,False,True,True,0.4
P05,13,0.0849,0.0775,0.6296,0.7143,0.1491,0.1761,0.0949,0.1104,0.1008,0.8185,1.1,0.1938,0.2289,0.1854,False,False,True,False,False,0.4
P05,14,0.8922,0.7731,0.9637,0.1518,0.6988,0.1176,0.3567,1.1599,1.005,1.2528,0.7063,0.9084,0.1529,0.421,True,True,True,True,False,0.421
P05,15,0.2947,0.1849,0.2722,0.3907,0.4923,0.2991,0.8189,0.3831,0.2404,0.3539,0.8735,0.64,0.3888,0.837,False,False,False,True,False,0.837
P05,16,0.6286,0.0514,0.5818,0.4236,0.6733,0.7093,0.7505,0.8172,0.0668,0.7563,0.8965,0.8753,0.9221,0.7754,True,False,True,True,True,0.7754
P05,17,0.6628,0.175,1.0,0.4846,0.3367,1.0,0.828,0.8616,0.2275,1.3,0.9392,0.4377,1.3,0.8452,True,False,True,False,True,0.8452
P05,18,0.5655,0.0479,0.8203,0.5771,0.5738,0.6274,0.6637,0.7352,0.0623,1.0664,1.004,0.7459,0.8156,0.6973,True,False,True,True,True,0.6973
P05,19,0.5369,0.2207,0.6586,0.5268,0.9542,0.893,0.798,0.698,0.2869,0.8562,0.9688,1.2405,1.1609,0.8182,True,False,True,True,True,0.8182
P05,20,0.5221,0.0387,1.0,0.527,0.4534,0.8796,0.6089,0.6787,0.0503,1.3,0.9689,0.5894,1.1435,0.648,True,False,True,False,True,0.648
P05,21,0.554,0.143,0.921,0.528,0.551,0.867,0.713,0.7202,0.1859,1.1973,0.9696,0.7163,1.1271,0.7417,True,False,True,True,True,0.7417
