UserID;ConditionID;GroupID;Timestamp;Iteration;Phase;IsPareto;energy;taskload;accInformed;accPleasant;accGlance;size_leaf;size_score;size_feedback;size_speed;size_accel;size_labels;opacity
16;v1;Study;2026-08-26 09:45:05;1;sampling;FALSE;29.01;65.0;65.0;45.0;70.0;0.735;0.885;0.465;0.302;0.136;0.746;0.045
16;v1;Study;2026-08-26 09:46:05;2;sampling;FALSE;26.08;52.5;70.0;55.0;75.0;0.121;0.339;0.831;0.739;0.153;0.179;0.924
16;v1;Study;2026-08-26 09:47:19;3;sampling;FALSE;20.743;57.5;40.0;50.0;35.0;0.889;0.367;0.097;0.419;0.749;0.172;0.213
16;v1;Study;2026-08-26 09:48:30;4;sampling;FALSE;25.895;52.5;45.0;45.0;40.0;0.909;0.209;0.165;0.815;0.939;0.886;0.812
16;v1;Study;2026-08-26 09:49:14;5;sampling;FALSE;26.498;37.5;65.0;65.0;75.0;0.514;0.703;0.459;0.471;0.061;0.98;0.443
16;v1;Study;2026-08-26 09:50:21;6;sampling;FALSE;23.946;45.0;65.0;60.0;70.0;0.527;0.051;0.875;0.083;0.682;0.838;0.588
16;v1;Study;2026-08-26 09:51:42;7;sampling;FALSE;26.512;55.0;65.0;70.0;75.0;0.059;0.45;0.843;0.502;0.605;0.695;0.418
16;v1;Study;2026-08-26 09:53:06;8;sampling;FALSE;31.261;52.5;55.0;45.0;40.0;0.721;0.366;0.521;0.43;0.687;0.353;0.566
16;v1;Study;2026-08-26 09:54:05;9;sampling;FALSE;23.507;47.5;55.0;55.0;60.0;0.919;0.21;0.872;0.847;0.226;0.9;0.414
16;v1;Study;2026-08-26 09:55:20;10;sampling;FALSE;26.683;37.5;70.0;60.0;75.0;0.526;0.906;0.311;0.285;0.226;0.844;0.187
16;v1;Study;2026-08-26 09:56:23;11;sampling;FALSE;21.17;40.0;25.0;50.0;45.0;0.31;0.46;0.168;0.779;0.971;0.487;0.754
16;v1;Study;2026-08-26 09:57:56;12;sampling;FALSE;38.559;50.0;55.0;40.0;40.0;0.024;0.168;0.758;0.667;0.089;0.935;0.8
16;v1;Study;2026-08-26 09:58:57;13;sampling;FALSE;21.283;57.5;70.0;55.0;50.0;0.234;0.593;0.476;0.844;0.694;0.929;0.451
16;v1;Study;2026-08-26 10:00:01;14;sampling;TRUE;23.141;40.0;70.0;80.0;70.0;0.766;0.956;0.438;0.908;0.426;0.526;0.296
16;v1;Study;2026-08-26 10:01:29;15;sampling;FALSE;21.606;65.0;60.0;45.0;50.0;0.911;0.375;0.744;0.135;0.921;0.451;0.057
16;v1;Study;2026-08-26 10:04:48;16;optimization;FALSE;21.052;40.0;55.0;30.0;40.0;0.444;0.881;0.283;0.65;0.202;0.623;0.318
16;v1;Study;2026-08-26 10:07:31;17;optimization;TRUE;22.11;35.0;65.0;80.0;75.0;0.558;0.905;0.443;0.394;0.427;0.949;0.312
16;v1;Study;2026-08-26 10:10:01;18;optimization;FALSE;25.009;67.5;65.0;45.0;40.0;0.533;0.896;1.0;0.459;0.495;0.928;0.299
16;v1;Study;2026-08-26 10:13:13;19;optimization;TRUE;20.437;35.0;70.0;75.0;80.0;0.552;0.768;0.331;0.386;0.436;0.973;0.331
16;v1;Study;2026-08-26 10:14:59;20;optimization;FALSE;27.719;55.0;40.0;65.0;50.0;0.556;0.428;0.372;0.351;0.359;0.921;0.313
16;v1;Study;2026-08-26 10:15:43;21;finaldesign;NULL;18.68;35;75;80;75;0.552;0.768;0.331;0.386;0.436;0.973;0.331
