UserID;ConditionID;GroupID;Timestamp;Iteration;Phase;IsPareto;energy;taskload;accInformed;accPleasant;accGlance;size_leaf;size_score;size_feedback;size_speed;size_accel;size_labels;opacity
12;v1;Study;2026-08-25 14:25:56;1;sampling;FALSE;31.631;40.0;65.0;70.0;45.0;0.83;0.522;0.707;0.978;0.947;0.542;0.184
12;v1;Study;2026-08-25 14:26:44;2;sampling;FALSE;27.533;77.5;30.0;20.0;20.0;0.109;0.337;0.971;0.397;0.95;0.954;0.277
12;v1;Study;2026-08-25 14:28:24;3;sampling;TRUE;27.058;12.5;65.0;100.0;85.0;0.52;0.022;0.256;0.843;0.669;0.429;0.47
12;v1;Study;2026-08-25 14:30:05;4;sampling;FALSE;32.645;70.0;80.0;25.0;40.0;0.699;0.588;0.639;0.889;0.584;0.535;0.913
12;v1;Study;2026-08-25 14:30:57;5;sampling;FALSE;45.386;0.0;75.0;100.0;100.0;0.506;0.391;0.01;0.485;0.359;0.792;0.307
12;v1;Study;2026-08-25 14:31:36;6;sampling;FALSE;34.239;90.0;100.0;20.0;70.0;0.14;0.559;0.78;0.381;0.549;0.204;0.361
12;v1;Study;2026-08-25 14:32:26;7;sampling;TRUE;30.429;20.0;75.0;95.0;85.0;0.548;0.373;0.02;0.921;0.943;0.918;0.749
12;v1;Study;2026-08-25 14:33:26;8;sampling;FALSE;45.364;0.0;100.0;100.0;100.0;0.291;0.287;0.274;0.969;0.358;0.21;0.394
12;v1;Study;2026-08-25 14:34:02;9;sampling;FALSE;37.718;30.0;100.0;75.0;50.0;0.879;0.888;0.158;0.651;0.584;0.428;0.167
12;v1;Study;2026-08-25 14:34:35;10;sampling;FALSE;34.288;67.5;100.0;70.0;50.0;0.953;0.36;0.752;0.855;0.48;0.845;0.124
12;v1;Study;2026-08-25 14:35:24;11;sampling;TRUE;29.786;30.0;90.0;80.0;75.0;0.423;0.628;0.336;0.612;0.878;0.004;0.337
12;v1;Study;2026-08-25 14:36:02;12;sampling;FALSE;43.409;85.0;85.0;25.0;25.0;0.437;0.772;0.62;0.049;0.426;0.257;0.877
12;v1;Study;2026-08-25 14:36:38;13;sampling;FALSE;33.5;22.5;80.0;75.0;85.0;0.497;0.717;0.185;0.166;0.644;0.556;0.638
12;v1;Study;2026-08-25 14:37:34;14;sampling;FALSE;37.509;77.5;90.0;5.0;5.0;0.791;0.164;0.738;0.741;0.112;0.67;0.391
12;v1;Study;2026-08-25 14:38:26;15;sampling;TRUE;26.297;25.0;80.0;90.0;90.0;0.776;0.545;0.127;0.112;0.145;0.421;0.162
12;v1;Study;2026-08-25 14:40:52;16;optimization;FALSE;41.632;0.0;100.0;100.0;100.0;0.168;0.196;0.093;1.0;0.175;0.257;0.387
12;v1;Study;2026-08-25 14:43:06;17;optimization;FALSE;33.542;0.0;100.0;100.0;100.0;0.235;0.206;0.173;0.686;0.328;0.143;0.226
12;v1;Study;2026-08-25 14:45:12;18;optimization;FALSE;36.683;0.0;100.0;100.0;100.0;0.369;0.27;0.143;1.0;0.293;0.576;0.341
12;v1;Study;2026-08-25 14:47:30;19;optimization;TRUE;31.814;0.0;100.0;100.0;100.0;0.0;0.359;0.311;1.0;0.275;0.385;0.14
12;v1;Study;2026-08-25 14:50:01;20;optimization;FALSE;34.187;10.0;90.0;60.0;75.0;0.0;0.573;0.0;0.5;0.416;0.002;0.407
12;v1;Study;2026-08-25 14:50:37;21;finaldesign;NULL;36.544;0;100;100;100;0;0.359;0.311;1;0.275;0.385;0.14
