participant,round,size_leaf_norm,size_score_norm,size_feedback_norm,size_speed_norm,size_accel_norm,size_labels_norm,opacity_norm,size_leaf_phys,size_score_phys,size_feedback_phys,size_speed_phys,size_accel_phys,size_labels_phys,opacity_phys,visible_leaf,visible_score,visible_feedback,visible_accel,visible_labels,speed_alpha
P15,1,0.1887,0.3867,0.3249,0.0483,0.5271,0.817,0.8808,0.2453,0.5027,0.4224,0.6338,0.6852,1.0621,0.8927,False,False,False,True,True,0.8927
P15,2,0.6599,0.999,0.5756,0.1012,0.343,0.2346,0.332,0.8579,1.2987,0.7483,0.6708,0.4459,0.305,0.3988,True,True,True,False,False,0.4
P15,3,0.8769,0.1017,0.9092,0.5527,0.7815,0.3793,0.4254,1.14,0.1322,1.182,0.9869,1.0159,0.4931,0.4829,True,False,True,True,False,0.4829
P15,4,0.1787,0.1892,0.8871,0.317,0.7108,0.3541,0.0447,0.2323,0.246,1.1532,0.8219,0.924,0.4603,0.1402,False,False,True,True,False,0.4
P15,5,0.1431,0.9722,0.2503,0.5018,0.9972,0.411,0.1359,0.186,1.2639,0.3254,0.9513,1.2964,0.5343,0.2223,False,True,False,True,False,0.4
P15,6,0.927,0.5118,0.8084,0.7451,0.102,0.5859,0.8775,1.2051,0.6653,1.0509,1.1216,0.1326,0.7617,0.8897,True,True,True,False,True,0.8897
P15,7,0.4822,0.2343,0.4085,0.4319,0.688,0.9928,0.4595,0.6269,0.3046,0.5311,0.9023,0.8944,1.2906,0.5136,True,False,False,True,True,0.5136
P15,8,0.5882,0.574,0.1636,0.981,0.351,0.4371,0.7498,0.7647,0.7462,0.2127,1.2867,0.4563,0.5682,0.7748,True,True,False,False,False,0.7748
P15,9,0.503,0.1362,0.1792,0.9717,0.1037,0.4013,0.0407,0.6539,0.1771,0.233,1.2802,0.1348,0.5217,0.1366,True,False,False,False,False,0.4
P15,10,0.6595,0.031,0.0391,0.2874,0.2896,0.5015,0.3815,0.8573,0.0403,0.0508,0.8012,0.3765,0.6519,0.4434,True,False,False,False,True,0.4434
P15,11,0.6007,0.2875,0.79,0.1444,0.6427,0.4938,0.7739,0.7809,0.3737,1.027,0.7011,0.8355,0.6419,0.7965,True,False,True,True,True,0.7965
P15,12,0.0008,0.1614,0.4855,0.591,0.4213,0.8252,0.0213,0.001,0.2098,0.6311,1.0137,0.5477,1.0728,0.1192,False,False,True,False,True,0.4
P15,13,0.1701,0.9379,0.9135,0.2713,0.2191,0.8256,0.4211,0.2211,1.2193,1.1876,0.7899,0.2848,1.0733,0.479,False,True,True,False,True,0.479
P15,14,0.7689,0.0244,0.8065,0.1512,0.3158,0.9152,0.1123,0.9996,0.0317,1.0485,0.7058,0.4105,1.1898,0.2011,True,False,True,False,True,0.4
P15,15,0.3586,0.4276,0.2778,0.3674,0.8456,0.9284,0.4692,0.4662,0.5559,0.3611,0.8572,1.0993,1.2069,0.5223,False,False,False,True,True,0.5223
P15,16,0.0955,0.115,0.5785,0.4824,0.3212,0.7789,0.0859,0.1242,0.1495,0.752,0.9377,0.4176,1.0126,0.1773,False,False,True,False,True,0.4
P15,17,0.0,0.0663,0.4587,0.394,0.3198,0.9335,0.004,0.0,0.0862,0.5963,0.8758,0.4157,1.2136,0.1036,False,False,False,False,True,0.4
P15,18,0.0,0.0444,0.2113,0.7583,0.3349,0.8199,0.1214,0.0,0.0577,0.2747,1.1308,0.4354,1.0659,0.2093,False,False,False,False,True,0.4
P15,19,0.5903,0.0268,0.0662,0.8723,0.3093,0.895,0.0718,0.7674,0.0348,0.0861,1.2106,0.4021,1.1635,0.1646,True,False,False,False,True,0.4
P15,20,0.0,0.0074,0.4842,0.8541,0.3942,0.7699,0.0,0.0,0.0096,0.6295,1.1979,0.5125,1.0009,0.1,False,False,True,False,True,0.4
P15,21,0.001,0.161,0.485,0.591,0.421,0.825,0.021,0.0013,0.2093,0.6305,1.0137,0.5473,1.0725,0.1189,False,False,True,False,True,0.4
