UserID;ConditionID;GroupID;Timestamp;Iteration;Phase;IsPareto;energy;taskload;accInformed;accPleasant;accGlance;size_leaf;size_score;size_feedback;size_speed;size_accel;size_labels;opacity
4;v1;Study;2026-08-21 15:18:14;1;sampling;FALSE;33.618;32.5;15.0;55.0;80.0;0.451;0.192;0.01;0.088;0.438;0.035;0.789
4;v1;Study;2026-08-21 15:19:37;2;sampling;FALSE;38.514;25.0;60.0;60.0;75.0;0.394;0.912;0.563;0.039;0.725;0.12;0.91
4;v1;Study;2026-08-21 15:22:00;3;sampling;FALSE;27.15;30.0;50.0;60.0;45.0;0.656;0.965;0.261;0.491;0.974;0.485;0.017
4;v1;Study;2026-08-21 15:23:43;4;sampling;TRUE;20.876;10.0;55.0;45.0;90.0;0.597;0.084;0.108;0.751;0.396;0.888;0.177
4;v1;Study;2026-08-21 15:25:12;5;sampling;FALSE;29.8;22.5;65.0;65.0;60.0;0.283;0.208;0.184;0.387;0.881;0.84;0.25
4;v1;Study;2026-08-21 15:26:14;6;sampling;FALSE;26.865;10.0;90.0;90.0;85.0;0.494;0.687;0.919;0.844;0.565;0.821;0.573
4;v1;Study;2026-08-21 15:28:13;7;sampling;FALSE;25.413;30.0;65.0;40.0;60.0;0.473;0.583;0.388;0.52;0.038;0.02;0.076
4;v1;Study;2026-08-21 15:29:44;8;sampling;TRUE;25.837;7.5;95.0;95.0;95.0;0.441;0.342;0.63;0.957;0.303;0.969;0.384
4;v1;Study;2026-08-21 15:31:32;9;sampling;FALSE;26.079;55.0;40.0;30.0;20.0;0.815;0.663;0.329;0.81;0.568;0.668;0.811
4;v1;Study;2026-08-21 15:32:26;10;sampling;FALSE;29.25;12.5;95.0;90.0;90.0;0.785;0.404;0.574;0.348;0.758;0.38;0.655
4;v1;Study;2026-08-21 15:34:22;11;sampling;FALSE;26.531;15.0;85.0;80.0;45.0;0.797;0.838;0.679;0.894;0.355;0.995;0.07
4;v1;Study;2026-08-21 15:36:11;12;sampling;FALSE;31.403;7.5;90.0;95.0;95.0;0.166;0.195;0.978;0.23;0.415;0.339;0.828
4;v1;Study;2026-08-21 15:37:14;13;sampling;FALSE;36.572;10.0;65.0;70.0;95.0;0.202;0.898;0.237;0.015;0.509;0.531;0.637
4;v1;Study;2026-08-21 15:38:12;14;sampling;FALSE;40.369;27.5;75.0;70.0;55.0;0.593;0.911;0.104;0.847;0.143;0.203;0.374
4;v1;Study;2026-08-21 15:39:47;15;sampling;FALSE;29.44;20.0;60.0;55.0;70.0;0.255;0.237;0.274;0.264;0.45;0.685;0.23
4;v1;Study;2026-08-21 15:42:58;16;optimization;TRUE;24.675;7.5;95.0;95.0;90.0;0.489;0.143;0.681;0.838;0.669;0.901;0.572
4;v1;Study;2026-08-21 15:45:08;17;optimization;FALSE;27.226;7.5;95.0;95.0;90.0;0.811;0.161;0.639;0.231;0.291;0.442;0.476
4;v1;Study;2026-08-21 15:48:27;18;optimization;TRUE;22.922;7.5;90.0;95.0;95.0;0.122;0.382;0.865;0.075;0.101;0.441;0.912
4;v1;Study;2026-08-21 15:51:09;19;optimization;FALSE;22.91;7.5;95.0;85.0;85.0;0.489;0.295;0.837;0.848;0.36;1.0;0.0
4;v1;Study;2026-08-21 15:54:02;20;optimization;TRUE;16.607;7.5;95.0;90.0;85.0;0.441;0.263;0.639;1.0;1.0;0.398;0.0
4;v1;Study;2026-08-21 15:56:25;21;finaldesign;NULL;22.432;2.5;100;95;95;0.441;0.263;0.639;1;1;0.398;0
