UserID;ConditionID;GroupID;Timestamp;Iteration;Phase;IsPareto;energy;taskload;accInformed;accPleasant;accGlance;size_leaf;size_score;size_feedback;size_speed;size_accel;size_labels;opacity
13;v1;Study;2026-08-25 15:01:58;1;sampling;FALSE;37.868;77.5;70.0;75.0;75.0;0.229;0.457;0.602;0.156;0.45;0.643;0.601
13;v1;Study;2026-08-25 15:03:16;2;sampling;FALSE;43.593;17.5;65.0;80.0;70.0;0.895;0.953;0.764;0.56;0.829;0.052;0.544
13;v1;Study;2026-08-25 15:05:23;3;sampling;FALSE;36.176;15.0;75.0;80.0;85.0;0.768;0.969;0.586;0.368;0.382;0.454;0.484
13;v1;Study;2026-08-25 15:06:20;4;sampling;FALSE;42.853;10.0;75.0;90.0;85.0;0.935;0.703;0.324;0.321;0.166;0.819;0.347
13;v1;Study;2026-08-25 15:07:06;5;sampling;FALSE;32.536;10.0;75.0;85.0;85.0;0.117;0.045;0.024;0.41;0.007;0.873;0.441
13;v1;Study;2026-08-25 15:07:36;6;sampling;FALSE;45.144;7.5;85.0;85.0;80.0;0.465;0.782;0.716;0.067;0.948;0.87;0.466
13;v1;Study;2026-08-25 15:08:51;7;sampling;TRUE;38.87;12.5;95.0;90.0;85.0;0.795;0.523;0.695;0.747;0.36;0.384;0.248
13;v1;Study;2026-08-25 15:09:49;8;sampling;TRUE;51.241;10.0;100.0;75.0;90.0;0.618;0.54;0.791;0.59;0.598;0.941;0.903
13;v1;Study;2026-08-25 15:10:22;9;sampling;TRUE;39.476;12.5;90.0;95.0;90.0;0.841;0.149;0.281;0.061;0.844;0.907;0.281
13;v1;Study;2026-08-25 15:10:55;10;sampling;FALSE;44.433;5.0;85.0;85.0;85.0;0.245;0.209;0.041;0.264;0.339;0.237;0.591
13;v1;Study;2026-08-25 15:11:46;11;sampling;FALSE;42.969;7.5;90.0;90.0;90.0;0.34;0.276;0.946;0.512;0.186;0.544;0.677
13;v1;Study;2026-08-25 15:12:23;12;sampling;FALSE;48.083;10.0;90.0;85.0;85.0;0.27;0.738;0.303;0.437;0.383;0.258;0.111
13;v1;Study;2026-08-25 15:13:01;13;sampling;FALSE;38.561;12.5;85.0;85.0;90.0;0.091;0.024;0.753;0.752;0.949;0.602;0.509
13;v1;Study;2026-08-25 15:13:30;14;sampling;FALSE;43.946;7.5;90.0;90.0;90.0;0.225;0.201;0.671;0.593;0.87;0.7;0.237
13;v1;Study;2026-08-25 15:14:25;15;sampling;TRUE;31.117;5.0;90.0;90.0;90.0;0.798;0.675;0.343;0.092;0.057;0.221;0.105
13;v1;Study;2026-08-25 15:16:24;16;optimization;FALSE;42.026;12.5;90.0;90.0;85.0;0.091;0.298;0.168;0.728;0.242;0.35;0.149
13;v1;Study;2026-08-25 15:18:28;17;optimization;TRUE;27.284;7.5;90.0;85.0;95.0;0.43;0.13;1.0;0.714;0.386;0.742;0.646
13;v1;Study;2026-08-25 15:20:57;18;optimization;TRUE;45.109;7.5;90.0;95.0;85.0;0.657;0.345;0.907;0.803;0.358;0.741;0.89
13;v1;Study;2026-08-25 15:24:24;19;optimization;FALSE;49.972;12.5;90.0;95.0;90.0;0.42;0.111;0.187;0.636;0.3;0.802;0.909
13;v1;Study;2026-08-25 15:27:49;20;optimization;TRUE;48.586;12.5;95.0;90.0;90.0;0.347;0.28;0.604;0.641;0.995;1.0;0.892
13;v1;Study;2026-08-25 15:28:33;21;finaldesign;NULL;38.173;5;80;85;90;0.798;0.675;0.343;0.092;0.057;0.221;0.105
