participant,round,size_leaf_norm,size_score_norm,size_feedback_norm,size_speed_norm,size_accel_norm,size_labels_norm,opacity_norm,size_leaf_phys,size_score_phys,size_feedback_phys,size_speed_phys,size_accel_phys,size_labels_phys,opacity_phys,visible_leaf,visible_score,visible_feedback,visible_accel,visible_labels,speed_alpha
P14,1,0.1209,0.2341,0.0844,0.9269,0.5569,0.7326,0.5881,0.1572,0.3043,0.1097,1.2488,0.724,0.9524,0.6293,False,False,False,True,True,0.6293
P14,2,0.4707,0.0709,0.1253,0.212,0.3962,0.6825,0.4726,0.6119,0.0922,0.1629,0.7484,0.5151,0.8872,0.5253,True,False,False,False,True,0.5253
P14,3,0.8991,0.0103,0.326,0.3026,0.7206,0.2315,0.006,1.1688,0.0134,0.4238,0.8118,0.9368,0.301,0.1054,True,False,False,True,False,0.4
P14,4,0.1177,0.9296,0.0946,0.8003,0.6413,0.2563,0.5048,0.153,1.2085,0.123,1.1602,0.8337,0.3332,0.5543,False,True,False,True,False,0.5543
P14,5,0.0572,0.4082,0.601,0.0425,0.2148,0.1241,0.0747,0.0744,0.5307,0.7813,0.6298,0.2792,0.1613,0.1672,False,False,True,False,False,0.4
P14,6,0.7538,0.5981,0.3072,0.9708,0.2932,0.2289,0.7662,0.9799,0.7775,0.3994,1.2796,0.3812,0.2976,0.7896,True,True,False,False,False,0.7896
P14,7,0.1464,0.9023,0.5094,0.9327,0.9737,0.7607,0.4723,0.1903,1.173,0.6622,1.2529,1.2658,0.9889,0.5251,False,True,True,True,True,0.5251
P14,8,0.6771,0.6061,0.0009,0.3203,0.7145,0.0911,0.6628,0.8802,0.7879,0.0012,0.8242,0.9289,0.1184,0.6965,True,True,False,True,False,0.6965
P14,9,0.2486,0.1924,0.6874,0.5876,0.7441,0.5038,0.5925,0.3232,0.2501,0.8936,1.0113,0.9673,0.6549,0.6332,False,False,True,True,True,0.6332
P14,10,0.8648,0.5797,0.0698,0.3208,0.232,0.5453,0.6235,1.1242,0.7536,0.0907,0.8246,0.3016,0.7089,0.6612,True,True,False,False,True,0.6612
P14,11,0.1157,0.1293,0.2337,0.4221,0.9053,0.8362,0.5291,0.1504,0.1681,0.3038,0.8955,1.1769,1.0871,0.5762,False,False,False,True,True,0.5762
P14,12,0.4788,0.8077,0.7265,0.1072,0.6372,0.5695,0.0302,0.6224,1.05,0.9445,0.675,0.8284,0.7404,0.1272,True,True,True,True,True,0.4
P14,13,0.4286,0.7694,0.1722,0.4402,0.5101,0.4501,0.0245,0.5572,1.0002,0.2239,0.9081,0.6631,0.5851,0.1221,False,True,False,True,False,0.4
P14,14,0.0297,0.4823,0.3297,0.4252,0.9975,0.4568,0.3693,0.0386,0.627,0.4286,0.8976,1.2968,0.5938,0.4324,False,True,False,True,False,0.4324
P14,15,0.1657,0.0081,0.5003,0.9359,0.614,0.4347,0.9397,0.2154,0.0105,0.6504,1.2551,0.7982,0.5651,0.9457,False,False,True,True,False,0.9457
P14,16,0.3972,0.1791,0.1307,0.2587,0.2413,0.5292,0.4819,0.5164,0.2328,0.1699,0.7811,0.3137,0.688,0.5337,False,False,False,False,True,0.5337
P14,17,0.2424,0.2805,0.3581,0.2851,0.8037,0.4672,0.2502,0.3151,0.3647,0.4655,0.7996,1.0448,0.6074,0.3252,False,False,False,True,True,0.4
P14,18,0.4751,0.0,0.0819,0.1602,0.1236,0.7062,0.6635,0.6176,0.0,0.1065,0.7121,0.1607,0.9181,0.6971,True,False,False,False,True,0.6971
P14,19,0.4741,0.6461,0.1011,0.305,0.0722,0.4026,0.7546,0.6163,0.8399,0.1314,0.8135,0.0939,0.5234,0.7791,True,True,False,False,False,0.7791
P14,20,0.8788,0.0613,0.0794,0.3346,0.1815,0.6213,0.679,1.1424,0.0797,0.1032,0.8342,0.2359,0.8077,0.7111,True,False,False,False,True,0.7111
P14,21,0.471,0.071,0.125,0.212,0.396,0.683,0.473,0.6123,0.0923,0.1625,0.7484,0.5148,0.8879,0.5257,True,False,False,False,True,0.5257
