"participant","round","Phase","PhaseBO","isPareto","energy","taskload","accInformed","accPleasant","accGlance","size_leaf","size_score","size_feedback","size_speed","size_accel","size_labels","opacity","routeCode","avgSpeedKmh","maxSpeedKmh","collisions","maxStuckS","avgEcoScore","tlxMental","tlxDistraction","drivingTimeS","distanceM","sdSpeedKmh","meanAbsAccel","sdAccel","pctHarshAccel","sdThrottle","sdSteer","pctStopped","finalEcoScore","nVisible","speed_alpha","energy_n","taskload_n","accInformed_n","accPleasant_n","accGlance_n","overallQuality"
"P13",15,"Sampling","sampling",TRUE,31.117,5,90,90,90,0.798,0.675,0.343,0.092,0.057,0.221,0.105,"R3",22.7,53.1,3,0,41.5,5,5,43.44,274.169334403593,18.6359609244458,1.83954578923148,3.13314101612101,27.6115968706857,0.413003667027024,0.0846925145880106,23.9300506212609,19.1,2,0.4,0.207446666666667,0.05,0.1,0.1,0.1,88.8510666666667
"P13",16,"Optimisation","optimization",FALSE,42.026,12.5,90,90,85,0.091,0.298,0.168,0.728,0.242,0.35,0.149,"R7",28.8,49.1,5,0,50.1,10,15,19.85,159.065153342191,11.9333192411676,2.28661027190332,3.41874720841971,32.3262839879154,0.349935721899595,0.149350397414301,3.12185297079557,83.5,0,0.4,0.280173333333333,0.125,0.1,0.1,0.15,84.8965333333333
"P13",17,"Optimisation","optimization",TRUE,27.284,7.5,90,85,95,0.43,0.13,1,0.714,0.386,0.742,0.646,"R1",43.8,53.6,0,0,51.5,5,10,17.48,212.787360065645,14.5744777751757,2.69812228571429,15.456323379247,27.6571428571429,0.235459501518162,0.00623868704806448,0.228571428571429,28.9,2,0.6811,0.181893333333333,0.075,0.1,0.15,0.05,88.8621333333333
"P13",18,"Optimisation","optimization",TRUE,45.109,7.5,90,95,85,0.657,0.345,0.907,0.803,0.358,0.741,0.89,"R2",40,54.3,0,0,56.6,10,5,14.61,162.13824958094,18.3679375613811,1.5211340629275,1.83034701948011,23.8030095759234,0.270350503789224,0.00720276105945999,8.61833105335157,55.7,3,0.9013,0.300726666666667,0.075,0.1,0.05,0.15,86.4854666666667
"P13",19,"Optimisation","optimization",FALSE,49.972,12.5,90,95,90,0.42,0.111,0.187,0.636,0.3,0.802,0.909,"R3",22.3,51.4,6,0,37.8,15,10,46.87,290.302005933621,15.8471418376864,2.79912798634812,9.9320178260219,40.8276450511945,0.529035619151427,0.0779631622374729,8.19112627986348,64.4,1,0.9178,0.333146666666667,0.125,0.1,0.05,0.1,85.8370666666667
"P13",20,"Optimisation","optimization",TRUE,48.586,12.5,95,90,90,0.347,0.28,0.604,0.641,0.995,1,0.892,"R7",17.8,41.9,3,0,36.3,10,15,32.61,160.938185747468,10.7714335754393,2.79153586756591,6.01187749021375,45.4322501532802,0.449717597979099,0.159868921126068,10.0551808706315,39.6,3,0.9027,0.323906666666667,0.125,0.05,0.1,0.1,86.0218666666667
"P13",21,"Final design","finaldesign",NA,38.173,5,80,85,90,0.798,0.675,0.343,0.092,0.057,0.221,0.105,"R1",29.3,53.4,0,0,68.5,5,5,26.14,212.713114595314,19.8973026149176,1.75376434583015,2.99305497390549,25.1721499617445,0.419347308305131,0.00593179555249285,24.2540168324407,92.8,2,0.4,0.254486666666667,0.05,0.2,0.15,0.1,84.9102666666667
"P14",1,"Sampling","sampling",FALSE,27.639,32.5,25,25,50,0.121,0.234,0.084,0.927,0.557,0.733,0.588,"R1",5,41.6,0,0,67.7,50,15,153.09,212.939881543229,9.28955163246702,0.58541110385369,1.65279516348832,5.09470934030046,0.25139914412933,0.00340307616162615,68.0862181580666,32.1,2,0.6293,0.18426,0.325,0.75,0.75,0.5,49.8148
"P14",2,"Sampling","sampling",TRUE,21.986,17.5,70,65,65,0.471,0.071,0.125,0.212,0.396,0.683,0.473,"R2",9.6,33.2,0,0,55.3,10,25,61.11,162.428986894876,11.061262109529,0.484877617801047,0.832388520960302,0.916230366492147,0.22971450445302,0.0175789005971965,43.684554973822,83.4,2,0.5253,0.146573333333333,0.175,0.3,0.35,0.35,73.5685333333333
"P14",3,"Sampling","sampling",FALSE,22.221,25,40,55,60,0.899,0.01,0.326,0.303,0.721,0.232,0.006,"R3",11,34.3,1,0,44.1,35,15,90.55,277.388952493446,11.2890502119657,0.878875,1.94120615110382,4.79240282685512,0.261824630903367,0.0692991740150351,35.0265017667844,22,2,0.4,0.14814,0.25,0.6,0.45,0.4,63.0372
"P14",4,"Sampling","sampling",FALSE,30.352,55,60,30,60,0.118,0.93,0.095,0.8,0.641,0.256,0.505,"R7",6.9,39.1,21,0,33.9,60,50,129.57,249.19430453172,9.88123597665182,1.14127396203118,4.13800771878298,9.77002623861707,0.510161070075148,0.210517065809597,44.7291248649483,66.3,2,0.5543,0.202346666666667,0.55,0.4,0.7,0.4,54.9530666666667
"P14",5,"Sampling","sampling",FALSE,22.527,40,70,55,40,0.057,0.408,0.601,0.043,0.215,0.124,0.075,"R1",13.5,34.3,0,0,44.2,35,45,56.84,213.021639739248,12.7047175575316,0.762294407316215,1.59064399043611,2.04009848751319,0.235521866216627,0.00380333696438092,36.545902215969,85.7,1,0.4,0.15018,0.4,0.3,0.45,0.6,61.9964
"P14",6,"Sampling","sampling",FALSE,29.556,60,70,65,65,0.754,0.598,0.307,0.971,0.293,0.229,0.766,"R2",25.5,41.3,0,0,79.5,60,60,22.88,161.841293834794,16.7577034486774,0.850976398601399,1.18941029754727,3.05944055944056,0.267605856560636,0.00416600126838255,22.9020979020979,97.8,2,0.7896,0.19704,0.6,0.3,0.35,0.35,64.0592
"P14",7,"Sampling","sampling",FALSE,23.065,50,65,65,65,0.146,0.902,0.509,0.933,0.974,0.761,0.472,"R3",21.1,38.4,2,0,62.5,50,50,47.94,281.20521513574,13.484292939147,1.07001084236864,4.39515344193432,7.21434528773978,0.350311292447961,0.0464817620055775,13.8031693077565,84.3,4,0.5251,0.153766666666667,0.5,0.35,0.35,0.35,65.9246666666667
"P14",8,"Sampling","sampling",TRUE,21.902,15,20,25,30,0.677,0.606,0.001,0.32,0.714,0.091,0.663,"R7",9.8,34.7,7,0,44.1,15,15,64.51,176.572158623163,10.0496284589577,0.9875278983261,4.21579401365268,4.24674519528828,0.469861377695606,0.0738242706935165,26.9993800371978,38.2,3,0.6965,0.146013333333333,0.15,0.8,0.75,0.7,49.0797333333333
"P14",9,"Sampling","sampling",TRUE,18.583,62.5,80,45,70,0.249,0.192,0.687,0.588,0.744,0.504,0.593,"R1",20.7,33.9,0,0,71.2,60,65,37.03,212.593725264907,12.5123612353975,0.680513498920086,1.06120215678896,3.23974082073434,0.185703026877279,0.00839973868690268,17.1166306695464,58.8,3,0.6332,0.123886666666667,0.625,0.2,0.55,0.3,64.0222666666667
"P14",10,"Sampling","sampling",TRUE,25.672,30,55,75,65,0.865,0.58,0.07,0.321,0.232,0.545,0.623,"R2",23.7,36.6,0,0,72.8,30,30,24.62,161.794582550682,13.5683858912364,0.795732954545455,1.09592686037883,3.57142857142857,0.187015930678696,0.00572359178186362,14.0422077922078,90.8,3,0.6612,0.171146666666667,0.3,0.45,0.25,0.35,69.5770666666667
"P14",11,"Sampling","sampling",FALSE,28.758,35,0,30,0,0.116,0.129,0.234,0.422,0.905,0.836,0.529,"R3",16.4,48,7,0,51.8,30,40,63.97,292.118970530008,15.3976804465376,1.15255767427321,4.92383492527093,7.90872147546108,0.575533447312879,0.040419991838085,30.478274460769,88.2,2,0.5762,0.19172,0.35,1,0.7,1,35.1656
"P14",12,"Sampling","sampling",FALSE,25.517,30,60,35,20,0.479,0.808,0.727,0.107,0.637,0.57,0.03,"R7",13.6,33.6,7,0,44.7,35,25,52.74,199.750405596675,9.63526952339062,1.30293025018954,3.59654863223746,10.9931766489765,0.505956251782095,0.061754642674597,17.8923426838514,48.6,5,0.4,0.170113333333333,0.3,0.4,0.65,0.8,53.5977333333333
"P14",13,"Sampling","sampling",TRUE,18.838,25,70,55,55,0.429,0.769,0.172,0.44,0.51,0.45,0.025,"R1",21,33.5,0,0,67.7,30,20,36.39,212.39535236065,11.626300490677,0.582250549450549,0.809723307307872,0.494505494505494,0.16288576750052,0.00392746366641744,10.7142857142857,84.5,2,0.4,0.125586666666667,0.25,0.3,0.45,0.45,68.4882666666667
"P14",14,"Sampling","sampling",FALSE,24.691,30,65,65,60,0.03,0.482,0.33,0.425,0.997,0.457,0.369,"R2",24.2,36,0,0,72.9,20,40,24.1,161.864151156674,12.6579941797825,0.79616846473029,1.14377127797663,3.3195020746888,0.195000522957315,0.00455764358849483,14.2738589211618,89.5,2,0.4324,0.164606666666667,0.3,0.35,0.35,0.4,68.7078666666667
"P14",15,"Sampling","sampling",FALSE,28.606,50,65,55,65,0.166,0.008,0.5,0.936,0.614,0.435,0.94,"R3",23.2,49.5,3,0,57.3,65,35,42.6,274.857626828212,14.2268679664211,1.20273333333333,2.28535264540957,8.30985915492958,0.249478234776619,0.0278883384822476,10.3286384976526,85.2,2,0.9457,0.190706666666667,0.5,0.35,0.45,0.35,63.1858666666667
"P14",16,"Optimisation","optimization",TRUE,34.884,5,0,70,0,0.397,0.179,0.131,0.259,0.241,0.529,0.482,"R7",11.7,36.5,2,0,50,0,10,47.05,153.099511308074,10.3813454892615,1.33788907777306,6.76908275865083,12.6646833829154,0.323177801570938,0.0550543744559855,30.3867403314917,40.4,1,0.5337,0.23256,0.05,1,0.3,1,48.3488
"P14",17,"Optimisation","optimization",FALSE,23.26,45,30,45,25,0.242,0.28,0.358,0.285,0.804,0.467,0.25,"R1",15.9,36.6,0,0,80.2,35,55,48.12,212.599777342869,15.3987711541543,0.536644370585791,0.983158924429773,2.5758205234732,0.266241862968361,0.00337919617331777,40.8807644370586,89,2,0.4,0.155066666666667,0.45,0.7,0.55,0.75,47.8986666666667
"P14",18,"Optimisation","optimization",TRUE,29.213,25,70,85,60,0.475,0,0.082,0.16,0.124,0.706,0.664,"R2",22.8,41.2,0,0,74.1,20,30,25.69,162.279115118995,14.5343409024643,0.797659143968872,1.14765293419418,3.50194552529183,0.247334926247355,0.00698337966523256,21.2451361867704,96.4,2,0.6971,0.194753333333333,0.25,0.3,0.15,0.4,74.1049333333333
"P14",19,"Optimisation","optimization",FALSE,32.999,37.5,70,65,60,0.474,0.646,0.101,0.305,0.072,0.403,0.755,"R3",21.5,48.5,3,0,50.7,30,45,46.71,278.499111230363,18.7593862504962,1.14411087328767,2.12440324002245,10.6592465753425,0.395056660544569,0.026949238547736,31.763698630137,86,2,0.7791,0.219993333333333,0.375,0.3,0.35,0.4,67.1001333333333
"P14",20,"Optimisation","optimization",TRUE,32.305,40,80,65,85,0.879,0.061,0.079,0.335,0.182,0.621,0.679,"R7",16.1,31.4,2,0,45.3,40,40,34.11,152.288400399648,10.1793612981179,1.6563305978898,8.82244470153112,9.26143024618992,0.242695710754475,0.0605032091695685,14.0679953106682,66.9,2,0.7111,0.215366666666667,0.4,0.2,0.35,0.15,73.6926666666667
"P14",21,"Final design","finaldesign",NA,30.578,30,65,80,60,0.471,0.071,0.125,0.212,0.396,0.683,0.473,"R1",28.8,45.4,1,0,76.4,25,35,26.52,212.372783504685,17.8547648521008,1.0812012057272,1.45310787743116,8.51544837980407,0.286873412601306,0.00491110750289633,15.0715900527506,98.5,2,0.5257,0.203853333333333,0.3,0.35,0.2,0.4,70.9229333333333
"P15",1,"Sampling","sampling",FALSE,39.323,62.5,35,75,35,0.189,0.387,0.325,0.048,0.527,0.817,0.881,"R1",9.5,38.4,4,0,62.8,75,50,81.61,215.785417217458,12.1458344032554,1.41030286694438,2.85275104083098,18.1573143837295,0.367220204753538,0.0457607536436268,50.4778240627297,13,2,0.8927,0.262153333333333,0.625,0.65,0.25,0.65,51.2569333333333
"P15",2,"Sampling","sampling",FALSE,42.176,37.5,75,80,50,0.66,0.999,0.576,0.101,0.343,0.235,0.332,"R2",16,44.9,1,0,56,25,50,36.61,162.879029654345,14.8006524352145,1.72345221190606,2.82406103486525,21.2452211906062,0.361770203592004,0.00985535533695264,29.4374658656472,60,3,0.4,0.281173333333333,0.375,0.25,0.2,0.5,67.8765333333333
"P15",3,"Sampling","sampling",FALSE,20.723,50,60,75,60,0.877,0.102,0.909,0.553,0.781,0.379,0.425,"R3",18.4,35,0,0,57.6,40,60,53.87,275.649436688112,10.2309851347093,0.969666666666667,1.54462394186252,4.30586488492947,0.219821352264689,0.0999723915574334,13.4372680029696,74.2,3,0.4829,0.138153333333333,0.5,0.4,0.25,0.4,66.2369333333333
"P15",4,"Sampling","sampling",FALSE,36.644,42.5,65,75,65,0.179,0.189,0.887,0.317,0.711,0.354,0.045,"R7",15.1,34.3,5,0,49,40,45,37.48,157.628822250724,11.3154966574041,1.71661846318036,6.37048126493665,14.5677694770544,0.306131715998822,0.145588801293409,21.7716115261473,69.6,2,0.4,0.244293333333333,0.425,0.35,0.25,0.35,67.6141333333333
"P15",5,"Sampling","sampling",FALSE,22.602,60,65,50,45,0.143,0.972,0.25,0.502,0.997,0.411,0.136,"R1",17.1,34.4,2,0,57,60,60,44.9,213.002217329514,11.2314735149168,0.989418708240535,1.65421500773456,8.01781737193764,0.20608110329167,0.00637230406573585,11.2249443207127,86.4,2,0.4,0.15068,0.6,0.35,0.5,0.55,56.9864
"P15",6,"Sampling","sampling",FALSE,22.505,52.5,65,60,55,0.927,0.512,0.808,0.745,0.102,0.586,0.878,"R2",19.1,33.1,1,0,77.5,50,55,30.65,162.453909353772,14.4948038111885,0.618203522504892,1.05334336836114,3.00065231572081,0.257808523536581,0.00809986439781193,31.767775603392,83.9,4,0.8897,0.150033333333333,0.525,0.35,0.4,0.45,62.4993333333333
"P15",7,"Sampling","sampling",FALSE,34.95,50,65,70,60,0.482,0.234,0.408,0.432,0.688,0.993,0.459,"R3",22.5,42.1,4,0,54.4,60,40,44.09,275.484455565388,12.9643514377042,1.78635283446712,3.16301707725294,17.0521541950113,0.286870829923752,0.0794951173608199,11.7006802721088,65.2,3,0.5136,0.233,0.5,0.35,0.3,0.4,64.34
"P15",8,"Sampling","sampling",FALSE,24.332,42.5,70,75,65,0.588,0.574,0.164,0.981,0.351,0.437,0.75,"R7",10.8,29.5,5,0,45.3,40,45,56.23,168.205435254195,8.80438482533291,1.08326813655761,5.33697008361235,7.00568990042674,0.379726046809553,0.112381350314529,25.6401137980085,50.6,2,0.7748,0.162213333333333,0.425,0.3,0.25,0.35,70.2557333333333
"P15",9,"Sampling","sampling",FALSE,36.269,30,75,70,65,0.503,0.136,0.179,0.972,0.104,0.401,0.041,"R1",32.6,45.2,0,0,73.8,30,30,23.48,212.686684575981,15.7050528547861,1.78742893617021,2.99591970108966,26.3829787234043,0.301976337900835,0.0142685012001854,10.9787234042553,99,1,0.4,0.241793333333333,0.3,0.25,0.3,0.35,71.1641333333333
"P15",10,"Sampling","sampling",FALSE,26.683,27.5,80,80,75,0.66,0.031,0.039,0.287,0.29,0.501,0.382,"R2",18.5,39.2,0,0,72.5,25,30,31.64,162.705958801213,14.1523317856633,0.59859987357775,0.907217570395266,1.89633375474083,0.233338149797725,0.00969290681499905,25.4740834386852,94.7,2,0.4434,0.177886666666667,0.275,0.2,0.2,0.25,77.9422666666667
"P15",11,"Sampling","sampling",FALSE,30.695,32.5,75,80,70,0.601,0.287,0.79,0.144,0.643,0.494,0.774,"R3",15.9,49.2,1,0,49,35,30,61.8,273.71877999191,13.4396773994945,1.22794951456311,2.20345602033965,11.0355987055016,0.320968029768703,0.0675322963645329,23.2686084142395,57.4,4,0.7965,0.204633333333333,0.325,0.25,0.2,0.3,74.4073333333333
"P15",12,"Sampling","sampling",TRUE,22.65,25,80,85,85,0.001,0.161,0.485,0.591,0.421,0.825,0.021,"R7",15.9,32.1,0,0,47.7,25,25,35.65,157.672355621507,9.32718340748715,1.39766517106001,2.46297638475849,9.92708917554683,0.237327447088677,0.127536488807308,12.28266965788,42.4,2,0.4,0.151,0.25,0.2,0.15,0.15,81.98
"P15",13,"Sampling","sampling",FALSE,37.598,30,75,75,85,0.17,0.938,0.914,0.271,0.219,0.826,0.421,"R1",38.9,53.7,5,0,63.1,25,35,19.84,214.620671209191,19.2989868530257,1.44231117824773,3.12584234998799,17.2205438066465,0.334441379446775,0.032872040609436,13.2930513595166,70.8,3,0.479,0.250653333333333,0.3,0.25,0.25,0.15,75.9869333333333
"P15",14,"Sampling","sampling",FALSE,27.188,27.5,80,80,85,0.769,0.024,0.807,0.151,0.316,0.915,0.112,"R2",24.3,37.2,0,0,80.2,25,30,24.12,162.374411856856,15.7434994540507,0.874002487562189,1.39269002695723,12.1890547263682,0.278801274070868,0.00992247149852939,24.8756218905473,91.8,3,0.4,0.181253333333333,0.275,0.2,0.2,0.15,79.8749333333333
"P15",15,"Sampling","sampling",FALSE,27.506,35,80,80,80,0.359,0.428,0.278,0.367,0.846,0.928,0.469,"R3",11.8,48.5,9,0,49,35,35,87.03,284.047750432506,13.8052489271147,0.716133042279412,3.33664316459222,3.83731617647059,0.383685192899942,0.181809810416804,45.4733455882353,85,2,0.5223,0.183373333333333,0.35,0.2,0.2,0.2,77.3325333333333
"P15",16,"Optimisation","optimization",TRUE,16.232,25,80,75,80,0.096,0.115,0.579,0.482,0.321,0.779,0.086,"R7",11.1,24.4,2,0,37.3,25,25,50.3,154.996405279429,7.87612288917193,1.22410373608903,26.6670105703579,3.93481717011129,0.189150506572943,0.11417905480175,21.0254372019078,53.6,2,0.4,0.108213333333333,0.25,0.2,0.25,0.2,79.8357333333333
"P15",17,"Optimisation","optimization",TRUE,25.308,20,80,80,55,0,0.066,0.459,0.394,0.32,0.934,0.004,"R1",22.4,42.2,0,0,57,20,20,34.18,212.989534437506,11.9204134287429,1.19593153891164,15.783510357972,5.6173200702165,0.188920294512935,0.00570692564515173,10.9420713867759,66.8,1,0.4,0.16872,0.2,0.2,0.2,0.45,75.6256
"P15",18,"Optimisation","optimization",TRUE,38.814,0,80,50,60,0,0.044,0.211,0.758,0.335,0.82,0.121,"R2",34.5,50,1,0,64.4,0,0,16.98,162.438437926407,15.9487056117988,2.07050176678445,17.3939517023916,22.8504122497055,0.199084977221312,0.0220424439600851,2.94464075382803,76.8,1,0.4,0.25876,0,0.2,0.5,0.4,72.8248
"P15",19,"Optimisation","optimization",TRUE,25.051,2.5,80,65,40,0.59,0.027,0.066,0.872,0.309,0.895,0.072,"R3",20.5,40.2,4,0,51,5,0,49.64,282.655062826462,13.7143306674035,1.41270265914585,5.29229580615733,8.78323932312651,0.377930297627383,0.0799756278683313,13.9403706688155,71.5,2,0.4,0.167006666666667,0.025,0.2,0.35,0.6,73.1598666666667
"P15",20,"Optimisation","optimization",FALSE,16.822,65,60,50,70,0,0.007,0.484,0.854,0.394,0.77,0,"R7",18.2,27.4,3,0,61.2,60,70,30.82,155.48671181401,8.73216056819921,0.532189487345879,1.06701182836237,1.10317975340688,0.183356673738816,0.127182617279227,14.6658014276444,66.3,2,0.4,0.112146666666667,0.65,0.4,0.5,0.3,60.7570666666667
"P15",21,"Final design","finaldesign",NA,27.659,52.5,65,55,85,0.001,0.161,0.485,0.591,0.421,0.825,0.021,"R1",27.7,42.4,0,0,83.3,60,45,27.69,212.740394748199,17.3375810106909,0.944458483754513,1.35663884786476,6.64259927797834,0.273315757899547,0.00858594874726939,21.9494584837545,97,2,0.4,0.184393333333333,0.525,0.35,0.45,0.15,66.8121333333333
"P16",1,"Sampling","sampling",FALSE,29.01,65,65,45,70,0.735,0.885,0.465,0.302,0.136,0.746,0.045,"R1",21.5,43.5,0,0,40.9,60,70,35.61,213.002907042601,11.3353382519807,2.30851151038742,5.44596182775804,31.7798989331836,0.322758860583143,0.00621741326614897,4.99719258843346,48,4,0.4,0.1934,0.65,0.35,0.55,0.3,59.132
"P16",2,"Sampling","sampling",FALSE,26.08,52.5,70,55,75,0.121,0.339,0.831,0.739,0.153,0.179,0.924,"R2",16.7,31.7,0,0,46,65,40,35.16,162.724702030726,12.6939128488112,1.2346162592382,2.11410509331103,16.3160886867538,0.29522136216376,0.0120451887691731,24.1614553723707,80.6,1,0.9317,0.173866666666667,0.525,0.3,0.45,0.25,66.0226666666667
"P16",3,"Sampling","sampling",FALSE,20.743,57.5,40,50,35,0.889,0.367,0.097,0.419,0.749,0.172,0.213,"R3",18.2,33,1,0,48.9,75,40,54.8,276.456882976122,9.66411489413942,1.39665560014593,2.20320923532324,8.46406421014228,0.224139913456954,0.125603112431312,4.48741335279095,31.3,2,0.4,0.138286666666667,0.575,0.6,0.5,0.65,50.7342666666667
"P16",4,"Sampling","sampling",FALSE,25.895,52.5,45,45,40,0.909,0.209,0.165,0.815,0.939,0.886,0.812,"R7",12.3,33,0,0,36.7,65,40,48.1,164.070209518325,9.60773084800848,1.50164879467997,2.62522531004163,17.8719866999169,0.298300748834347,0.143857408463699,21.90357439734,47.7,3,0.8306,0.172633333333333,0.525,0.55,0.55,0.6,52.0473333333333
"P16",5,"Sampling","sampling",FALSE,26.498,37.5,65,65,75,0.514,0.703,0.459,0.471,0.061,0.98,0.443,"R1",24.8,38,0,0,64.3,35,40,30.85,212.748238545379,13.386508291876,1.54777381723914,2.41784773192624,19.701879455606,0.235370029382672,0.00476489071110753,9.91574854180169,34.4,3,0.499,0.176653333333333,0.375,0.35,0.35,0.25,69.9669333333333
"P16",6,"Sampling","sampling",FALSE,23.946,45,65,60,70,0.527,0.051,0.875,0.083,0.682,0.838,0.588,"R2",23.8,33.7,0,0,63,40,50,24.63,162.444248392534,9.8656676500337,0.934762987012987,1.26258215549144,3.81493506493506,0.171045554162458,0.0092352538229194,7.22402597402597,85.6,4,0.629,0.15964,0.45,0.35,0.4,0.3,66.8072
"P16",7,"Sampling","sampling",FALSE,26.512,55,65,70,75,0.059,0.45,0.843,0.502,0.605,0.695,0.418,"R3",16.3,42.8,0,0,46.9,50,60,60.63,275.15415292064,15.40743508968,1.24016919525066,2.34299958855215,19.0963060686016,0.344897037896698,0.0861774610907498,33.509234828496,28.4,3,0.476,0.176746666666667,0.55,0.35,0.3,0.25,67.4650666666667
"P16",8,"Sampling","sampling",FALSE,31.261,52.5,55,45,40,0.721,0.366,0.521,0.43,0.687,0.353,0.566,"R7",9.2,38.2,1,0,25.2,50,55,63.85,162.664173303555,11.1909171827415,1.14929658628249,2.1742685374341,14.15596617601,0.320194435053362,0.150442459661906,46.9777638584403,52,3,0.6093,0.208406666666667,0.525,0.45,0.55,0.6,53.3318666666667
"P16",9,"Sampling","sampling",FALSE,23.507,47.5,55,55,60,0.919,0.21,0.872,0.847,0.226,0.9,0.414,"R1",23.9,35.3,1,0,57.5,45,50,32.08,212.786745119259,11.9531069181376,1.4305,2.56844931722579,17.5187032418953,0.240676152019378,0.00304694450181132,11.6583541147132,51.4,3,0.4721,0.156713333333333,0.475,0.45,0.45,0.4,61.3657333333333
"P16",10,"Sampling","sampling",FALSE,26.683,37.5,70,60,75,0.526,0.906,0.311,0.285,0.226,0.844,0.187,"R2",30.3,36.6,1,0,69.7,35,40,19.27,162.247942032473,7.51913544701712,1.11004668049793,1.56232770206624,10.0622406639004,0.147770533627128,0.0110555913521262,0.20746887966805,90.3,3,0.4,0.177886666666667,0.375,0.3,0.4,0.25,69.9422666666667
"P16",11,"Sampling","sampling",FALSE,21.17,40,25,50,45,0.31,0.46,0.168,0.779,0.971,0.487,0.754,"R3",20.3,51.5,2,0,52,40,40,48.9,275.735050341622,11.0418043588162,1.07385766871166,2.15450400924635,7.52556237218814,0.243050796853306,0.112801937221352,4.17177914110429,61.5,2,0.7786,0.141133333333333,0.4,0.75,0.5,0.55,53.1773333333333
"P16",12,"Sampling","sampling",FALSE,38.559,50,55,40,40,0.024,0.168,0.758,0.667,0.089,0.935,0.8,"R7",9.2,48.1,2,0,27.9,55,45,63.92,162.84774233573,12.2264356833378,1.45177416327807,2.83852686920219,22.2395996246481,0.3557611713228,0.108772893320161,46.418517360025,46.1,2,0.8197,0.25706,0.5,0.45,0.6,0.6,51.8588
"P16",13,"Sampling","sampling",FALSE,21.283,57.5,70,55,50,0.234,0.593,0.476,0.844,0.694,0.929,0.451,"R1",22,35.1,0,0,54.3,50,65,34.82,212.844068701128,10.1028645219848,1.4574118322803,2.50433149109226,14.9913842619184,0.223330211652289,0.00526946263178104,8.73061458931648,43,4,0.5063,0.141886666666667,0.575,0.3,0.45,0.5,60.6622666666667
"P16",14,"Sampling","sampling",TRUE,23.141,40,70,80,70,0.766,0.956,0.438,0.908,0.426,0.526,0.296,"R2",13.3,30.3,0,0,38.3,40,40,43.92,162.558917229038,12.0269035490098,0.789216757741348,1.55731434759895,9.42622950819672,0.280700410725062,0.0124475514836494,39.0255009107468,76.2,3,0.4,0.154273333333333,0.4,0.3,0.2,0.3,72.9145333333333
"P16",15,"Sampling","sampling",FALSE,21.606,65,60,45,50,0.911,0.375,0.744,0.135,0.921,0.451,0.057,"R3",14.6,33.2,2,0,40.6,60,70,67.5,274.274408823062,12.9558045077756,1.025832,2.11424725757842,9.57037037037037,0.292409374015094,0.0949532086178443,33.1259259259259,50.3,3,0.4,0.14404,0.65,0.4,0.55,0.5,55.1192
"P16",16,"Optimisation","optimization",FALSE,21.052,40,55,30,40,0.444,0.881,0.283,0.65,0.202,0.623,0.318,"R7",6.6,31.2,0,0,58.6,40,40,89.49,163.575442583126,9.17239465003693,0.541872849162011,1.30793756706916,4.49162011173184,0.250462405416507,0.107424794989068,59.9776536312849,45.7,2,0.4,0.140346666666667,0.4,0.45,0.7,0.6,54.1930666666667
"P16",17,"Optimisation","optimization",TRUE,22.11,35,65,80,75,0.558,0.905,0.443,0.394,0.427,0.949,0.312,"R1",21.2,33.6,0,0,59.2,35,35,36.09,212.995165553261,12.0620158958752,1.07849252077562,1.68694603390637,13.2963988919668,0.20973861741255,0.00542361318941317,12.6869806094183,85.1,3,0.4,0.1474,0.35,0.35,0.2,0.25,74.052
"P16",18,"Optimisation","optimization",FALSE,25.009,67.5,65,45,40,0.533,0.896,1,0.459,0.495,0.928,0.299,"R2",28.7,35.6,0,0,70.6,80,55,20.38,162.430746239905,8.84381286528989,1.39212941176471,13.7338045219296,7.94117647058823,0.0836226264528397,0.00924186521118607,0.196078431372549,88.9,5,0.4,0.166726666666667,0.675,0.35,0.55,0.6,53.1654666666667
"P16",19,"Optimisation","optimization",TRUE,20.437,35,70,75,80,0.552,0.768,0.331,0.386,0.436,0.973,0.331,"R3",16.1,35.8,0,0,39.2,35,35,61.15,274.143445544356,13.2108904005807,1.27193557880968,13.4976942515049,9.1563113145847,0.273085328746476,0.0870130885379977,29.2020928711576,32.9,3,0.4,0.136246666666667,0.35,0.3,0.25,0.2,75.2750666666667
"P16",20,"Optimisation","optimization",FALSE,27.719,55,40,65,50,0.556,0.428,0.372,0.351,0.359,0.921,0.313,"R7",13.4,36.6,1,0,32.1,65,45,43.26,160.623139546426,12.5415177277451,1.11651155268022,3.36924805402063,10.4898336414048,0.306517519615935,0.134506738472344,33.0406654343808,80.1,2,0.4,0.184793333333333,0.55,0.6,0.35,0.5,56.3041333333333
"P16",21,"Final design","finaldesign",NA,18.68,35,75,80,75,0.552,0.768,0.331,0.386,0.436,0.973,0.331,"R1",23.9,31.2,1,0,70.7,35,35,32.15,212.89264269218,10.7208094569951,0.706131218905473,1.06600900352918,1.43034825870647,0.176430888380086,0.00541559058285862,12.3756218905473,80.3,3,0.4,0.124533333333333,0.35,0.25,0.2,0.25,76.5093333333333
