"participant","round","Phase","PhaseBO","isPareto","energy","taskload","accInformed","accPleasant","accGlance","size_leaf","size_score","size_feedback","size_speed","size_accel","size_labels","opacity","routeCode","avgSpeedKmh","maxSpeedKmh","collisions","maxStuckS","avgEcoScore","tlxMental","tlxDistraction","drivingTimeS","distanceM","sdSpeedKmh","meanAbsAccel","sdAccel","pctHarshAccel","sdThrottle","sdSteer","pctStopped","finalEcoScore","nVisible","speed_alpha","energy_n","taskload_n","accInformed_n","accPleasant_n","accGlance_n","overallQuality"
"P04",9,"Sampling","sampling",FALSE,26.079,55,40,30,20,0.815,0.663,0.329,0.81,0.568,0.668,0.811,"R1",22.1,39.8,1,0,53.1,55,55,34.77,212.945309631342,13.5470480648336,1.53362507188039,2.49998912299785,8.62564692351926,0.270910002962081,0.00539550513396682,14.0310523289247,52.6,4,0.8296,0.17386,0.55,0.6,0.7,0.8,43.5228
"P04",10,"Sampling","sampling",FALSE,29.25,12.5,95,90,90,0.785,0.404,0.574,0.348,0.758,0.38,0.655,"R2",28.6,40.8,1,0,70.2,10,15,20.47,162.690463734894,14.1674576306742,0.96119921875,1.25236772251053,4.19921875,0.192044890524667,0.00792426169157413,10.9375,89.3,3,0.6896,0.195,0.125,0.05,0.1,0.1,88.6
"P04",11,"Sampling","sampling",FALSE,26.531,15,85,80,45,0.797,0.838,0.679,0.894,0.355,0.995,0.07,"R3",17.8,43.2,0,0,48.7,10,20,56.04,276.578233836405,14.7867801262483,1.05312236889047,1.77360682480863,3.85301462718516,0.263620642429545,0.066210527730124,18.6585800927578,82.6,4,0.4,0.176873333333333,0.15,0.15,0.2,0.55,75.4625333333333
"P04",12,"Sampling","sampling",FALSE,31.403,7.5,90,95,95,0.166,0.195,0.978,0.23,0.415,0.339,0.828,"R7",8.4,33.7,3,0,25.4,10,5,77.93,181.624413847724,8.95201443077652,1.42626379266102,3.13934325128397,14.5239928149859,0.426111306961007,0.0997142520066506,35.4118552732871,40.3,1,0.8448,0.209353333333333,0.075,0.1,0.05,0.05,90.3129333333333
"P04",13,"Sampling","sampling",FALSE,36.572,10,65,70,95,0.202,0.898,0.237,0.015,0.509,0.531,0.637,"R1",34.9,52.9,0,0,65.9,15,5,21.94,212.475548763953,19.1312264030233,1.1431693989071,1.51952875774609,13.2058287795993,0.323263651241403,0.00391308733507098,15.5737704918033,47.9,3,0.673,0.243813333333333,0.1,0.35,0.3,0.05,79.1237333333333
"P04",14,"Sampling","sampling",FALSE,40.369,27.5,75,70,55,0.593,0.911,0.104,0.847,0.143,0.203,0.374,"R2",38.1,51.1,3,0,60.7,15,40,15.38,162.756843353952,16.6286006740478,1.38353896103896,1.68795134618596,20.1298701298701,0.203039320409981,0.00802590043360147,6.88311688311688,59.7,2,0.4369,0.269126666666667,0.275,0.25,0.3,0.45,69.1174666666667
"P04",15,"Sampling","sampling",FALSE,29.44,20,60,55,70,0.255,0.237,0.274,0.264,0.45,0.685,0.23,"R3",26.1,44.6,1,0,53.4,10,30,38.28,277.630134751221,14.7515088409211,1.68416666666667,2.72084116773895,9.29989550679206,0.257412779856938,0.0676685329301099,7.1055381400209,77.9,1,0.4,0.196266666666667,0.2,0.4,0.45,0.3,69.0746666666667
"P04",16,"Optimisation","optimization",TRUE,24.675,7.5,95,95,90,0.489,0.143,0.681,0.838,0.669,0.901,0.572,"R7",5,35.4,2,0,68.3,10,5,118.7,165.318360561541,9.1845940582973,0.411824768323505,1.11956639172505,3.30244313395114,0.247757089260107,0.0694635920136903,72.4852569502949,24.5,4,0.6151,0.1645,0.075,0.05,0.05,0.1,91.21
"P04",17,"Optimisation","optimization",FALSE,27.226,7.5,95,95,90,0.811,0.161,0.639,0.231,0.291,0.442,0.476,"R1",14.2,39.3,0,0,52.5,5,10,54,212.862616707397,13.1568105040881,1.34915814814815,2.47185806681057,7.85185185185185,0.284627463530901,0.00376351962592871,25.1481481481481,34.8,2,0.5282,0.181506666666667,0.075,0.05,0.05,0.1,90.8698666666667
"P04",18,"Optimisation","optimization",TRUE,22.922,7.5,90,95,95,0.122,0.382,0.865,0.075,0.101,0.441,0.912,"R2",5.4,33.4,1,0,88.1,10,5,107.99,162.273171668816,11.6685063642542,0.190899444444444,0.630003113659005,1.77777777777778,0.222041102676219,0.00474667332392664,81.2407407407407,76.2,1,0.9212,0.152813333333333,0.075,0.1,0.05,0.05,91.4437333333333
"P04",19,"Optimisation","optimization",FALSE,22.91,7.5,95,85,85,0.489,0.295,0.837,0.848,0.36,1,0,"R3",21.6,34.5,3,0,54.2,10,5,46.52,278.912601164594,10.4629530699523,1.15222346368715,1.88426649158239,5.41469703480877,0.19931160495186,0.0917541662610589,7.82122905027933,77.7,3,0.4,0.152733333333333,0.075,0.05,0.15,0.15,88.4453333333333
"P04",20,"Optimisation","optimization",TRUE,16.607,7.5,95,90,85,0.441,0.263,0.639,1,1,0.398,0,"R7",11,30.7,0,0,66.4,5,10,52.65,161.481438514253,10.5321671057876,0.427579946828712,0.849109207919786,0.98746676794531,0.243252578184486,0.105242761036685,43.3345993163692,45.5,2,0.4,0.110713333333333,0.075,0.05,0.1,0.15,90.2857333333333
"P04",21,"Final design","finaldesign",NA,22.432,2.5,100,95,95,0.441,0.263,0.639,1,1,0.398,0,"R1",9.1,37.6,1,0,87.1,5,0,84.56,212.879703157978,15.0936713960135,0.26345897375266,0.652470427969866,0.520217545519035,0.268791980019191,0.00410451971932397,70.9151099550721,78.8,2,0.4,0.149546666666667,0.025,0,0.05,0.05,94.5090666666667
"P05",1,"Sampling","sampling",TRUE,27.576,22.5,70,75,80,0.231,0.909,0.803,0.73,0.417,0.314,0.647,"R1",24.8,41.3,1,0,77.1,25,20,30.89,212.98917748232,18.0129249139872,0.875429773462783,1.37659732187822,8.09061488673139,0.296484745339212,0.00485697651178778,29.126213592233,84.4,2,0.6823,0.18384,0.225,0.3,0.25,0.2,76.8232
"P05",2,"Sampling","sampling",FALSE,45.74,50,20,25,75,0.657,0.361,0.443,0.805,0.263,0.348,0.151,"R2",17.5,52.6,1,0,38.2,90,10,33.63,162.987559468572,20.613073565189,1.38625089179548,2.78235612753956,21.5219976218787,0.49716710131896,0.00623429249540444,50.8323424494649,82.3,1,0.4,0.304933333333333,0.5,0.8,0.75,0.25,47.9013333333333
"P05",3,"Sampling","sampling",TRUE,26.5,25,80,80,65,0.824,0.026,0.801,0.274,0.938,0.436,0.87,"R3",18.2,42,1,0,42.3,25,25,54.84,277.033439507739,17.134657104504,1.32074945295405,2.9728292581001,16.8854850474107,0.398901903844957,0.0695261489086276,39.7884755652808,25.2,3,0.8826,0.176666666666667,0.25,0.2,0.2,0.35,76.4666666666667
"P05",4,"Sampling","sampling",FALSE,35.66,35,30,30,30,0.846,0.687,0.765,0.421,0.789,0.475,0.4,"R7",13.1,40.5,2,0,31.5,10,60,44.41,161.331255738218,12.4898263158942,1.82321791985592,3.36387367448047,20.3061683926159,0.379778764363194,0.124077096380607,36.1098604232328,19.1,5,0.4597,0.237733333333333,0.35,0.7,0.7,0.7,46.2453333333333
"P05",5,"Sampling","sampling",FALSE,27.707,47.5,80,65,35,0.649,0.58,0.74,0.822,0.594,0.843,0.743,"R1",5.8,44.8,0,0,80.1,30,65,132.4,213.147983717565,12.9666838561634,0.437144086995922,1.35522699071598,6.22262498112068,0.275676537993655,0.00302114039781818,76.9672254946383,75.5,5,0.7688,0.184713333333333,0.475,0.2,0.35,0.65,62.8057333333333
"P05",6,"Sampling","sampling",TRUE,26.619,25,75,80,80,0.162,0.809,0.358,0.595,0.943,0.371,0.625,"R2",30.1,41.6,2,0,70.6,25,25,19.45,162.553726838072,13.284363649907,1.29435354573484,4.76203455973384,14.5940390544707,0.252496609374195,0.00950010690357163,10.7913669064748,64.3,2,0.6629,0.17746,0.25,0.25,0.2,0.2,78.4508
"P05",7,"Sampling","sampling",FALSE,30.492,77.5,65,35,20,0.779,0.691,0.177,0.997,0.487,0.44,0.15,"R3",30,44.1,5,0,58.7,65,90,33.82,281.379492902887,13.0457438673084,2.01607569485512,4.73233363428532,24.1277350680071,0.258979584636857,0.0770929444083532,5.38143110585452,78.1,3,0.4,0.20328,0.775,0.35,0.65,0.8,44.4344
"P05",8,"Sampling","sampling",FALSE,26.632,25,70,80,80,0.576,0.306,0.386,0.266,0.144,0.987,0.837,"R7",22.8,38.1,4,0,55.4,25,25,24.85,157.598879985811,11.9791972374969,1.41054223652454,2.42196949358526,6.83829444891392,0.255313262655104,0.119316536136821,10.7803700724055,58.3,2,0.8533,0.177546666666667,0.25,0.3,0.2,0.2,77.4490666666667
"P05",9,"Sampling","sampling",TRUE,26.349,55,70,90,70,0.665,0.145,0.979,0.34,0.481,0.12,0.635,"R1",6.3,42.7,2,0,78.6,75,35,121.7,212.575748801416,14.1329225764741,0.241151166611896,0.799812271392886,2.76043378245153,0.258294327619912,0.00266336768427952,81.9093000328623,82.8,3,0.6717,0.17566,0.55,0.3,0.1,0.3,71.4868
"P05",10,"Sampling","sampling",TRUE,35.457,15,90,90,90,0.554,0.143,0.921,0.528,0.551,0.867,0.713,"R2",19.8,40.7,2,0,46.2,15,15,29.56,162.647908768882,16.1359789664692,1.43853211629479,2.56214477640709,13.7931034482759,0.337136550071838,0.0307897663067848,27.9242731575389,88.7,4,0.7416,0.23638,0.15,0.1,0.1,0.1,86.2724
"P05",11,"Sampling","sampling",FALSE,33.286,67.5,30,50,35,0.462,0.87,0.683,0.276,0.447,0.459,0.779,"R3",20.1,44.2,7,0,44.1,65,70,52.32,292.926303650673,16.4243793641273,1.89221551394727,8.69231204117404,18.3798242262132,0.518688452787733,0.0606717219033211,20.2904088651127,41.4,3,0.801,0.221906666666667,0.675,0.7,0.5,0.65,45.0618666666667
"P05",12,"Sampling","sampling",FALSE,38.044,40,65,65,65,0.845,0.65,0.313,0.918,0.849,0.973,0.262,"R7",6.4,42.2,4,0,27.3,40,40,95.24,169.194431583493,10.1154874012767,0.968082738345233,6.92909647354389,8.54682906341873,0.313155117850936,0.0534176551814431,55.2078958420832,35.6,4,0.4,0.253626666666667,0.4,0.35,0.35,0.35,65.9274666666667
"P05",13,"Sampling","sampling",FALSE,36.201,30,75,65,75,0.085,0.077,0.63,0.714,0.149,0.176,0.095,"R1",28.8,46.7,5,0,63.1,25,35,26.64,213.151646210085,15.2565360384293,1.7118018018018,11.1595002846163,14.8648648648649,0.242872657255387,0.00811076397331184,8.78378378378378,83.4,1,0.4,0.24134,0.3,0.25,0.35,0.25,72.1732
"P05",14,"Sampling","sampling",FALSE,34.827,70,30,35,30,0.892,0.773,0.964,0.152,0.699,0.118,0.357,"R2",30.6,45.5,3,0,70.7,70,70,19.09,162.117579315361,17.7999242690307,1.14209738219895,1.43689441575395,7.22513089005236,0.259814204409402,0.00651171635336186,14.1361256544503,89,4,0.421,0.23218,0.7,0.7,0.65,0.7,40.3564
"P05",15,"Sampling","sampling",TRUE,29.821,17.5,40,65,75,0.295,0.185,0.272,0.391,0.492,0.299,0.819,"R3",22.5,45.6,6,0,75.7,25,10,44.38,276.32572184874,18.0366820947053,0.98295132942767,6.90979308372396,6.98512843623254,0.35148625064702,0.0444539383014792,32.4470482199189,86.2,1,0.837,0.198806666666667,0.175,0.6,0.35,0.25,68.5238666666667
"P05",16,"Optimisation","optimization",FALSE,47.8,27.5,75,80,80,0.629,0.051,0.582,0.424,0.673,0.709,0.751,"R7",3.8,46.9,9,0,35.3,25,30,195.36,209.425562635292,8.68833000800311,0.793585628006961,5.87237655245535,9.50967345685331,0.387412146127605,0.0737308795357394,73.0064489712355,31,4,0.7754,0.318666666666667,0.275,0.25,0.2,0.2,75.1266666666667
"P05",17,"Optimisation","optimization",TRUE,25,52.5,70,40,35,0.663,0.175,1,0.485,0.337,1,0.828,"R1",23,51.9,4,0,77.3,35,70,33.53,213.806970823965,20.2736005955181,1.04048837209302,4.15969639595357,12.8205128205128,0.408678950967176,0.00245948349852775,39.4156231365534,30.8,3,0.8452,0.166666666666667,0.525,0.3,0.6,0.65,55.1666666666667
"P05",18,"Optimisation","optimization",FALSE,33.686,67.5,65,55,30,0.566,0.048,0.82,0.577,0.574,0.627,0.664,"R2",21.9,42.1,4,0,77.3,65,70,26.62,162.016245702828,18.5076289017321,0.961471471471471,4.55982142666246,11.1861861861862,0.355164516837404,0.00661756151803767,36.7117117117117,91.2,4,0.6973,0.224573333333333,0.675,0.35,0.45,0.7,52.0085333333333
"P05",19,"Optimisation","optimization",FALSE,44.709,40,80,80,75,0.537,0.221,0.659,0.527,0.954,0.893,0.798,"R3",8.6,50.3,14,0,27.5,40,40,129.98,311.362641968829,14.3870358127406,1.28575092307692,5.82886304007036,18.0769230769231,0.538218276963652,0.0624638890033835,61.8461538461539,62.9,4,0.8182,0.29806,0.4,0.2,0.2,0.25,73.0388
"P05",20,"Optimisation","optimization",FALSE,61.112,22.5,85,85,85,0.522,0.039,1,0.527,0.453,0.88,0.609,"R7",9.7,40.9,10,0,14.8,25,20,71.47,193.266002714387,10.7007644656372,2.89110548405148,12.6002129442922,41.5221040850588,0.628362201033249,0.105748039667224,34.1634023503078,36.1,3,0.648,0.407413333333333,0.225,0.15,0.15,0.15,78.3517333333333
"P05",21,"Final design","finaldesign",NA,37.126,10,95,95,95,0.554,0.143,0.921,0.528,0.551,0.867,0.713,"R1",44.2,53.5,0,0,47.7,10,10,17.31,212.481133542901,15.6851232639314,1.46694457274827,1.86921680078689,20.2078521939954,0.199297572038131,0.00403486719144672,4.15704387990762,50.6,4,0.7417,0.247506666666667,0.1,0.05,0.05,0.05,90.0498666666667
"P06",1,"Sampling","sampling",FALSE,39.932,40,40,40,40,0.806,0.713,0.827,0.371,0.392,0.546,0.36,"R1",27.8,54,0,0,70.1,40,40,27.5,212.567053006559,24.7430244179144,1.07303709090909,1.72820013818889,15.4181818181818,0.483111352875806,0.00645201339961614,39.6363636363636,63.1,4,0.4239,0.266213333333333,0.4,0.6,0.6,0.6,50.6757333333333
"P06",2,"Sampling","sampling",FALSE,44.397,50,50,50,55,0.972,0.347,0.21,0.814,0.995,0.246,0.052,"R2",40.9,54.2,0,0,56.1,50,50,14.29,162.188847508901,17.4948263274673,1.53875244755245,1.8363794504544,23.0769230769231,0.221317919554064,0.00736152718037341,6.71328671328671,56.5,2,0.4,0.29598,0.5,0.5,0.5,0.45,55.0804
"P06",3,"Sampling","sampling",FALSE,37.475,60,60,55,60,0.509,0.86,0.591,0.189,0.124,0.109,0.223,"R3",24.1,52.9,5,0,43.2,60,60,41.74,279.642124557549,20.9706143598596,1.54706082375479,3.28950695022985,17.2892720306513,0.480796933493706,0.218529330101479,25.7183908045977,63.3,3,0.4,0.249833333333333,0.6,0.4,0.45,0.4,58.0033333333333
"P06",4,"Sampling","sampling",FALSE,37.167,62.5,65,60,60,0.974,0.772,0.281,0.788,0.617,0.51,0.2,"R7",20.4,42.2,4,0,43.5,60,65,28.14,159.401611711197,10.8784992314941,1.90982302771855,2.76821628091035,15.4939587775409,0.290011147789001,0.152071117148502,6.75195451314854,52.8,4,0.4,0.24778,0.625,0.35,0.4,0.4,59.5444
"P06",5,"Sampling","sampling",FALSE,43.663,55,55,60,55,0.115,0.682,0.649,0.441,0.43,0.412,0.525,"R1",34,52.8,0,0,59.3,60,50,22.49,212.608917975328,18.150901820134,1.91211555555556,2.97319929115751,24.0888888888889,0.329242301594664,0.0076089477202339,10.3111111111111,61.2,2,0.5729,0.291086666666667,0.55,0.45,0.4,0.45,57.1782666666667
"P06",6,"Sampling","sampling",FALSE,44.456,50,50,50,55,0.45,0.004,0.948,0.161,0.71,0.466,0.397,"R2",39,54.3,0,0,57.6,50,50,15,162.15414036356,19.108563285868,1.46265733333333,1.79133888865806,21.6,0.290359776828679,0.00881290472657149,10.5333333333333,56.3,3,0.4571,0.296373333333333,0.5,0.5,0.5,0.45,55.0725333333333
"P06",7,"Sampling","sampling",FALSE,40.441,62.5,60,60,55,0.623,0.229,0.642,0.862,0.553,0.693,0.741,"R3",19.5,53.5,3,0,39.5,60,65,51.16,277.374528411277,20.9356507587892,1.58208753419304,3.32846611548219,22.547870261821,0.425648945792989,0.079555690515723,33.0597889800703,62.4,4,0.767,0.269606666666667,0.625,0.4,0.4,0.45,57.1078666666667
"P06",8,"Sampling","sampling",FALSE,39.167,45,60,55,60,0.345,0.703,0.917,0.687,0.4,0.094,0.64,"R7",22.4,43.4,2,0,40.6,45,45,25.38,157.738982324137,11.2003111982501,2.69666666666667,4.02954089561306,37.5098502758077,0.316846374785506,0.117285991844445,4.9645390070922,51.1,2,0.6758,0.261113333333333,0.45,0.4,0.45,0.4,60.7777333333333
"P06",9,"Sampling","sampling",FALSE,32.834,32.5,60,65,60,0.124,0.133,0.617,0.733,0.773,0.765,0.626,"R1",39.9,53.4,0,0,54.5,35,30,19.19,212.683289449991,16.9163122122691,1.93268958333333,3.39213181536751,25.1041666666667,0.271939601602147,0.00598558690591595,5.20833333333333,44.9,3,0.6632,0.218893333333333,0.325,0.4,0.35,0.4,66.1221333333333
"P06",10,"Sampling","sampling",FALSE,43.907,37.5,65,60,65,0.848,0.921,0.1,0.679,0.849,0.205,0.864,"R2",42.3,54.3,0,0,54,40,35,13.81,162.091413894932,16.1144789179677,1.54058176555716,1.83246016854189,22.575976845152,0.135207401974486,0.00782189694202369,3.03907380607815,56.1,3,0.8778,0.292713333333333,0.375,0.35,0.4,0.35,64.6457333333333
"P06",11,"Sampling","sampling",FALSE,33.198,40,60,65,60,0.183,0.003,0.239,0.792,0.913,0.497,0.389,"R3",19.5,50,1,0,41.3,40,40,52.19,283.003444686249,16.7628390617563,1.98658965517241,3.30694996929545,24.2145593869732,0.437751577993947,0.0968965631954632,16.6666666666667,18.9,2,0.4501,0.22132,0.4,0.4,0.35,0.4,64.5736
"P06",12,"Sampling","sampling",FALSE,33.578,32.5,65,70,65,0.077,0.546,0.922,0.559,0.982,0.214,0.881,"R7",11.9,43.2,2,0,35.9,30,35,47.47,157.453652592618,11.4740881576122,1.28563942712721,2.23143746263735,9.4776748104465,0.274299039875897,0.203371757449332,24.4734625105307,42.4,3,0.893,0.223853333333333,0.325,0.35,0.3,0.35,69.0229333333333
"P06",13,"Sampling","sampling",FALSE,36.702,22.5,70,70,75,0.43,0.202,0.959,0.196,0.289,0.2,0.23,"R1",33.6,46.5,1,0,70.7,20,25,22.8,212.504343925477,12.9286011867785,1.62411042944785,2.62643753518871,16.3014899211218,0.190429158611456,0.00713333159456731,4.64504820333041,95.5,1,0.4,0.24468,0.225,0.3,0.3,0.25,73.6064
"P06",14,"Sampling","sampling",FALSE,40.784,30,70,70,70,0.589,0.596,0.523,0.015,0.183,0.895,0.439,"R2",36.2,52.4,0,0,62.2,40,20,16.15,162.200568491355,17.0871629966274,1.24149876237624,1.37557318357091,10.519801980198,0.20390890951979,0.00852430041683923,5.94059405940594,63.4,4,0.4949,0.271893333333333,0.3,0.3,0.3,0.3,70.5621333333333
"P06",15,"Sampling","sampling",FALSE,38.486,32.5,80,65,80,0.836,0.304,0.56,0.725,0.974,0.445,0.337,"R3",18.7,51.5,0,0,35.1,25,40,52.92,275.594912710528,19.8978590425727,1.47673015873016,2.55373614435467,18.6318972033258,0.373380956232596,0.102158341743609,33.2199546485261,68.9,3,0.4038,0.256573333333333,0.325,0.2,0.35,0.2,73.3685333333333
"P06",16,"Optimisation","optimization",TRUE,29.864,17.5,75,65,80,0.255,0.288,0.573,0.789,0.888,0.43,0.48,"R7",17.3,36.1,1,0,48.5,15,20,33.02,158.598155529285,10.3036952335733,1.43425605326877,2.3905201757318,7.02179176755448,0.244023824388782,0.134301484548184,11.0169491525424,44.4,2,0.5319,0.199093333333333,0.175,0.25,0.35,0.2,76.5181333333333
"P06",17,"Optimisation","optimization",TRUE,36.196,10,85,75,85,0.156,0.53,0.574,0.926,0.873,0.426,0.148,"R1",36.7,50.1,0,0,69.9,10,10,20.86,212.553352264066,16.1624036748485,1.62523275862069,7.74477775446965,16.2835249042146,0.209974501148681,0.00446679976451657,6.22605363984674,76.6,3,0.4,0.241306666666667,0.1,0.15,0.25,0.15,82.1738666666667
"P06",18,"Optimisation","optimization",FALSE,38.903,37.5,60,60,60,0.735,0.573,0.534,1,0.857,0.414,0.094,"R2",34,49.7,0,0,71.8,35,40,17.17,162.248189253843,16.2549985578169,1.24122235157159,1.451544294282,12.4563445867288,0.206818631906393,0.0104546572434254,8.38183934807916,78.9,4,0.4,0.259353333333333,0.375,0.4,0.4,0.4,63.3129333333333
"P06",19,"Optimisation","optimization",FALSE,36.558,30,70,65,80,0.043,0.566,0.615,0.887,0.906,0.434,0.31,"R3",19.7,51.3,7,0,50.6,30,30,51.58,282.848742202089,18.4859613320687,1.42275920899573,3.85902309776685,14.0752229546336,0.498764127000721,0.148077530833481,24.6607212097712,66.1,3,0.4,0.24372,0.3,0.3,0.35,0.2,72.1256
"P06",20,"Optimisation","optimization",TRUE,32.479,15,80,70,85,0.2,0.498,0.564,0.839,0.857,0.396,0.137,"R7",13.6,39.3,4,0,35.4,15,15,43.25,163.618836792061,13.1452927466133,1.26637494220989,2.59182555760024,7.99815071659732,0.305188760212367,0.115507302763868,37.8640776699029,65.1,3,0.4,0.216526666666667,0.15,0.2,0.3,0.15,79.6694666666667
"P06",21,"Final design","finaldesign",NA,34.885,7.5,95,80,95,0.2,0.498,0.564,0.839,0.857,0.396,0.137,"R1",32.8,51.4,0,0,72.6,5,10,23.35,212.718056721226,19.3533511855325,1.05639897260274,1.32889758170629,6.59246575342466,0.291116686712734,0.00834125440820605,13.1849315068493,67.7,3,0.4,0.232566666666667,0.075,0.05,0.2,0.05,87.8486666666667
"P07",1,"Sampling","sampling",TRUE,27.084,22.5,70,90,80,0.165,0.558,0.369,0.165,0.508,0.198,0.242,"R1",16.5,46.6,3,0,86.8,25,20,46.6,212.84309463224,18.2118907300182,0.618005577005577,1.44132928807472,7.67910767910768,0.346694598865438,0.000772819260969307,52.8957528957529,85.9,2,0.4,0.18056,0.225,0.3,0.1,0.2,79.8888
"P07",2,"Sampling","sampling",FALSE,29.465,27.5,65,75,75,0.759,0.521,0.632,0.814,0.965,0.768,0.706,"R2",17.3,36.1,3,0,72.6,25,30,33.95,162.700854986411,14.1585263035722,0.799676089517079,4.97905182320481,3.00353356890459,0.272079391972169,0.00552276116210019,34.0400471142521,87.8,5,0.7353,0.196433333333333,0.275,0.35,0.25,0.25,73.5713333333333
"P07",3,"Sampling","sampling",FALSE,32.563,30,75,70,80,0.913,0.936,0.884,0.649,0.327,0.146,0.88,"R3",10.8,44.4,8,0,34.2,30,30,104.59,313.944309824106,12.6553499257478,1.55600841300191,3.76124333507809,18.3938814531549,0.56582316908608,0.069521960939507,36.8642447418738,30.7,3,0.8916,0.217086666666667,0.3,0.25,0.3,0.2,74.6582666666667
"P07",4,"Sampling","sampling",FALSE,44.089,30,75,80,80,0.968,0.226,0.072,0.201,0.869,0.389,0.46,"R7",11,44.7,11,0,27,25,35,64.44,198.119606641196,11.5018732794719,2.39731191806331,7.49891971032916,36.6232153941651,0.618473959819265,0.0713015814898661,25.1086281812539,8.8,2,0.5144,0.293926666666667,0.3,0.25,0.2,0.2,75.1214666666667
"P07",5,"Sampling","sampling",FALSE,35.801,27.5,80,80,80,0.054,0.088,0.004,0.204,0.044,0.401,0.779,"R1",22.1,41.9,3,0,57.5,25,30,35.33,217.386539866544,17.3359218403883,1.64529202037351,4.87243518442501,20.8828522920204,0.493870607513004,0.000750364460496572,24.2218449349179,96.8,0,0.8011,0.238673333333333,0.275,0.2,0.2,0.2,77.7265333333333
"P07",6,"Sampling","sampling",FALSE,31.293,27.5,65,75,65,0.902,0.524,0.612,0.009,0.345,0.321,0.024,"R2",30.7,42.8,1,0,75.8,25,30,19.03,162.200373540489,14.1816026522057,1.06287394957983,1.36928826969331,8.71848739495798,0.168094042102718,0.00771994057788876,8.19327731092437,98.8,3,0.4,0.20862,0.275,0.35,0.25,0.35,71.3276
"P07",7,"Sampling","sampling",FALSE,26.908,30,70,75,75,0.829,0.46,0.633,0.679,0.712,0.212,0.134,"R3",17.5,42.9,9,0,50.6,30,30,64.62,314.79338873105,14.6112353078231,1.39309993811881,5.30615832974651,7.98267326732673,0.530774690048945,0.0333589699809226,12.9641089108911,86.2,3,0.4,0.179386666666667,0.3,0.3,0.25,0.25,74.4122666666667
"P07",8,"Sampling","sampling",TRUE,17.327,32.5,75,85,80,0.78,0.903,0.231,0.235,0.205,0.827,0.001,"R7",18.8,27.7,9,0,54.5,35,30,30.41,158.998282581091,7.4954804980841,0.936989480604865,2.02499425979132,4.07626561472715,0.130237861564122,0.0916147479971974,7.23208415516108,27.3,3,0.4,0.115513333333333,0.325,0.25,0.15,0.2,79.1897333333333
"P07",9,"Sampling","sampling",TRUE,16.327,27.5,75,80,80,0.451,0.383,0.712,0.826,0.826,0.907,0.786,"R1",23.2,31.2,3,0,67.2,30,25,32.98,212.968394661368,9.88639897301807,0.673833939393939,1.12835786479629,1.15151515151515,0.115340274278214,0.0048769371400709,7.15151515151515,68.4,3,0.8078,0.108846666666667,0.275,0.25,0.2,0.2,79.3230666666667
"P07",10,"Sampling","sampling",FALSE,20.133,27.5,70,80,75,0.723,0.603,0.933,0.197,0.416,0.475,0.334,"R2",23,30.5,2,0,67.5,25,30,25.42,162.519657001182,10.1161708438641,0.744833333333333,1.21654309082063,2.12264150943396,0.0885168511050345,0.00616723011356208,8.25471698113208,76.4,4,0.4003,0.13422,0.275,0.3,0.2,0.25,76.8156
"P07",11,"Sampling","sampling",TRUE,15.994,27.5,80,75,80,0.599,0.817,0.315,0.914,0.606,0.169,0.812,"R3",18.3,28.1,4,0,55.7,25,30,54.08,274.619668790221,6.70803253140739,0.698193345656192,1.20027366620098,1.36783733826248,0.102111135322991,0.0427499105414898,4.69500924214418,68.7,3,0.8309,0.106626666666667,0.275,0.2,0.25,0.2,79.3674666666667
"P07",12,"Sampling","sampling",FALSE,31.124,30,75,85,80,0.27,0.334,0.049,0.582,0.308,0.335,0.609,"R7",12.1,37.1,9,0,44.3,25,35,46.55,156.247193347295,10.0101708163618,1.04540506872852,8.10224008807445,6.01374570446735,0.214304569697341,0.111364756963806,14.2182130584192,55.1,0,0.6482,0.207493333333333,0.3,0.25,0.15,0.2,77.8501333333333
"P07",13,"Sampling","sampling",FALSE,30.937,30,85,80,75,0.657,0.935,0.548,0.561,0.99,0.398,0.584,"R1",27.6,44,4,0,67.8,20,40,27.89,214.087711168051,13.5516552392672,1.26255627240143,3.39996231204302,6.88172043010753,0.19024200127029,0.0238316561706293,6.37992831541219,97.2,4,0.6253,0.206246666666667,0.3,0.15,0.2,0.25,77.8750666666667
"P07",14,"Sampling","sampling",FALSE,37.028,25,80,70,75,0.929,0.183,0.802,0.995,0.236,0.452,0.897,"R2",38.1,53.5,0,0,61.5,20,30,15.36,162.484061226328,18.0866760116906,1.5010703125,1.91618902322072,22.265625,0.304226555534353,0.00756615354277557,10.4166666666667,90.4,2,0.9076,0.246853333333333,0.25,0.2,0.3,0.25,75.0629333333333
"P07",15,"Sampling","sampling",FALSE,40.957,22.5,75,85,80,0.755,0.122,0.29,0.24,0.442,0.258,0.628,"R3",23.8,50.8,6,0,44.6,15,30,41.89,276.866964813213,14.5986606492472,2.76324725536993,9.51772745216623,38.9498806682578,0.343944779065549,0.050043352310394,6.82577565632458,17.2,1,0.6653,0.273046666666667,0.225,0.25,0.15,0.2,78.0390666666667
