UserID;ConditionID;GroupID;Timestamp;Iteration;Phase;IsPareto;energy;taskload;accInformed;accPleasant;accGlance;size_leaf;size_score;size_feedback;size_speed;size_accel;size_labels;opacity
9;v1;Study;2026-08-24 19:40:21;1;sampling;TRUE;37.319;15.0;15.0;15.0;15.0;0.007;0.072;0.28;0.417;0.422;0.275;0.922
9;v1;Study;2026-08-24 19:40:50;2;sampling;FALSE;44.718;10.0;20.0;20.0;60.0;0.112;0.568;0.403;0.066;0.035;0.603;0.561
9;v1;Study;2026-08-24 19:42:19;3;sampling;TRUE;40.347;20.0;50.0;55.0;65.0;0.699;0.286;0.178;0.749;0.207;0.999;0.7
9;v1;Study;2026-08-24 19:43:00;4;sampling;FALSE;53.931;30.0;60.0;65.0;65.0;0.733;0.221;0.378;0.47;0.649;0.623;0.7
9;v1;Study;2026-08-24 19:43:34;5;sampling;TRUE;38.064;30.0;80.0;45.0;65.0;0.138;0.083;0.68;0.127;0.623;0.924;0.321
9;v1;Study;2026-08-24 19:44:01;6;sampling;FALSE;43.565;20.0;0.0;5.0;50.0;0.459;0.188;0.254;0.489;0.078;0.529;0.429
9;v1;Study;2026-08-24 19:44:51;7;sampling;TRUE;39.725;30.0;85.0;65.0;65.0;0.297;0.686;0.47;0.958;0.004;0.348;0.389
9;v1;Study;2026-08-24 19:45:23;8;sampling;TRUE;52.536;42.5;95.0;75.0;85.0;0.788;0.22;0.958;0.383;0.596;0.079;0.518
9;v1;Study;2026-08-24 19:45:56;9;sampling;FALSE;35.437;45.0;40.0;50.0;75.0;0.359;0.05;0.688;0.93;0.186;0.515;0.504
9;v1;Study;2026-08-24 19:46:21;10;sampling;FALSE;44.365;22.5;40.0;50.0;55.0;0.766;0.36;0.021;0.569;0.281;0.333;0.552
9;v1;Study;2026-08-24 19:47:14;11;sampling;FALSE;39.917;50.0;85.0;60.0;90.0;0.264;0.686;0.791;0.468;0.547;0.643;0.297
9;v1;Study;2026-08-24 19:47:46;12;sampling;FALSE;35.243;42.5;35.0;60.0;40.0;0.569;0.142;0.28;0.583;0.025;0.151;0.829
9;v1;Study;2026-08-24 19:48:18;13;sampling;FALSE;37.364;37.5;70.0;80.0;70.0;0.891;0.389;0.98;0.627;0.379;0.402;0.977
9;v1;Study;2026-08-24 19:48:45;14;sampling;FALSE;44.409;37.5;30.0;50.0;50.0;0.504;0.197;0.03;0.182;0.09;0.932;0.646
9;v1;Study;2026-08-24 19:49:23;15;sampling;FALSE;41.483;35.0;60.0;20.0;60.0;0.082;0.646;0.251;0.284;0.225;0.632;0.84
9;v1;Study;2026-08-24 19:52:22;16;optimization;FALSE;50.593;65.0;65.0;55.0;60.0;0.655;0.364;0.966;0.559;0.837;0.39;0.039
9;v1;Study;2026-08-24 19:55:18;17;optimization;TRUE;32.051;35.0;75.0;75.0;75.0;0.509;0.731;0.87;1.0;0.15;0.25;0.55
9;v1;Study;2026-08-24 19:59:04;18;optimization;TRUE;31.142;37.5;85.0;80.0;90.0;1.0;0.216;1.0;0.152;0.491;0.01;0.639
9;v1;Study;2026-08-24 20:02:17;19;optimization;TRUE;38.523;35.0;85.0;90.0;90.0;1.0;0.017;1.0;0.562;0.494;0.042;0.707
9;v1;Study;2026-08-24 20:05:19;20;optimization;TRUE;41.008;7.5;65.0;75.0;100.0;1.0;0.649;0.4;0.62;0.166;0.0;0.49
9;v1;Study;2026-08-24 20:05:49;21;finaldesign;NULL;37.679;20;100;100;90;1;0.216;1;0.152;0.491;0.01;0.639
