UserID;ConditionID;GroupID;Timestamp;Iteration;Phase;IsPareto;energy;taskload;accInformed;accPleasant;accGlance;size_leaf;size_score;size_feedback;size_speed;size_accel;size_labels;opacity
6;v1;Study;2026-08-22 12:05:12;1;sampling;FALSE;39.932;40.0;40.0;40.0;40.0;0.806;0.713;0.827;0.371;0.392;0.546;0.36
6;v1;Study;2026-08-22 12:05:42;2;sampling;FALSE;44.397;50.0;50.0;50.0;55.0;0.972;0.347;0.21;0.814;0.995;0.246;0.052
6;v1;Study;2026-08-22 12:06:45;3;sampling;FALSE;37.475;60.0;60.0;55.0;60.0;0.509;0.86;0.591;0.189;0.124;0.109;0.223
6;v1;Study;2026-08-22 12:07:43;4;sampling;FALSE;37.167;62.5;65.0;60.0;60.0;0.974;0.772;0.281;0.788;0.617;0.51;0.2
6;v1;Study;2026-08-22 12:08:32;5;sampling;FALSE;43.663;55.0;55.0;60.0;55.0;0.115;0.682;0.649;0.441;0.43;0.412;0.525
6;v1;Study;2026-08-22 12:09:00;6;sampling;FALSE;44.456;50.0;50.0;50.0;55.0;0.45;0.004;0.948;0.161;0.71;0.466;0.397
6;v1;Study;2026-08-22 12:10:13;7;sampling;FALSE;40.441;62.5;60.0;60.0;55.0;0.623;0.229;0.642;0.862;0.553;0.693;0.741
6;v1;Study;2026-08-22 12:11:19;8;sampling;FALSE;39.167;45.0;60.0;55.0;60.0;0.345;0.703;0.917;0.687;0.4;0.094;0.64
6;v1;Study;2026-08-22 12:12:04;9;sampling;FALSE;32.834;32.5;60.0;65.0;60.0;0.124;0.133;0.617;0.733;0.773;0.765;0.626
6;v1;Study;2026-08-22 12:12:42;10;sampling;FALSE;43.907;37.5;65.0;60.0;65.0;0.848;0.921;0.1;0.679;0.849;0.205;0.864
6;v1;Study;2026-08-22 12:13:56;11;sampling;FALSE;33.198;40.0;60.0;65.0;60.0;0.183;0.003;0.239;0.792;0.913;0.497;0.389
6;v1;Study;2026-08-22 12:14:56;12;sampling;FALSE;33.578;32.5;65.0;70.0;65.0;0.077;0.546;0.922;0.559;0.982;0.214;0.881
6;v1;Study;2026-08-22 12:15:30;13;sampling;FALSE;36.702;22.5;70.0;70.0;75.0;0.43;0.202;0.959;0.196;0.289;0.2;0.23
6;v1;Study;2026-08-22 12:16:05;14;sampling;FALSE;40.784;30.0;70.0;70.0;70.0;0.589;0.596;0.523;0.015;0.183;0.895;0.439
6;v1;Study;2026-08-22 12:17:23;15;sampling;FALSE;38.486;32.5;80.0;65.0;80.0;0.836;0.304;0.56;0.725;0.974;0.445;0.337
6;v1;Study;2026-08-22 12:18:46;16;optimization;TRUE;29.864;17.5;75.0;65.0;80.0;0.255;0.288;0.573;0.789;0.888;0.43;0.48
6;v1;Study;2026-08-22 12:20:07;17;optimization;TRUE;36.196;10.0;85.0;75.0;85.0;0.156;0.53;0.574;0.926;0.873;0.426;0.148
6;v1;Study;2026-08-22 12:21:10;18;optimization;FALSE;38.903;37.5;60.0;60.0;60.0;0.735;0.573;0.534;1.0;0.857;0.414;0.094
6;v1;Study;2026-08-22 12:22:39;19;optimization;FALSE;36.558;30.0;70.0;65.0;80.0;0.043;0.566;0.615;0.887;0.906;0.434;0.31
6;v1;Study;2026-08-22 12:24:07;20;optimization;TRUE;32.479;15.0;80.0;70.0;85.0;0.2;0.498;0.564;0.839;0.857;0.396;0.137
6;v1;Study;2026-08-22 12:24:46;21;finaldesign;NULL;34.885;7.5;95;80;95;0.2;0.498;0.564;0.839;0.857;0.396;0.137
