participant,round,size_leaf_norm,size_score_norm,size_feedback_norm,size_speed_norm,size_accel_norm,size_labels_norm,opacity_norm,size_leaf_phys,size_score_phys,size_feedback_phys,size_speed_phys,size_accel_phys,size_labels_phys,opacity_phys,visible_leaf,visible_score,visible_feedback,visible_accel,visible_labels,speed_alpha
P09,1,0.0075,0.0722,0.28,0.4173,0.4224,0.2747,0.9221,0.0097,0.0939,0.364,0.8921,0.5491,0.3571,0.9299,False,False,False,False,False,0.9299
P09,2,0.1122,0.5676,0.403,0.0661,0.0347,0.6031,0.5611,0.1459,0.7379,0.5239,0.6463,0.0451,0.784,0.605,False,True,False,False,True,0.605
P09,3,0.6993,0.2856,0.1777,0.7492,0.2074,0.999,0.7,0.9091,0.3713,0.231,1.1244,0.2696,1.2987,0.73,True,False,False,False,True,0.73
P09,4,0.7329,0.2211,0.3784,0.4701,0.6495,0.623,0.6996,0.9528,0.2874,0.4919,0.9291,0.8443,0.8099,0.7296,True,False,False,True,True,0.7296
P09,5,0.1382,0.0829,0.6802,0.1272,0.6232,0.924,0.3211,0.1797,0.1078,0.8843,0.689,0.8102,1.2012,0.389,False,False,True,True,True,0.4
P09,6,0.4586,0.188,0.2544,0.4893,0.0781,0.5295,0.4287,0.5962,0.2444,0.3307,0.9425,0.1015,0.6884,0.4858,False,False,False,False,True,0.4858
P09,7,0.2966,0.6855,0.4698,0.9581,0.004,0.3478,0.3889,0.3856,0.8911,0.6107,1.2707,0.0052,0.4521,0.45,False,True,True,False,False,0.45
P09,8,0.7884,0.2196,0.9583,0.3835,0.5958,0.0787,0.5178,1.0249,0.2855,1.2458,0.8684,0.7745,0.1023,0.566,True,False,True,True,False,0.566
P09,9,0.359,0.0499,0.6884,0.9299,0.1855,0.5155,0.5041,0.4667,0.0649,0.8949,1.2509,0.2412,0.6702,0.5537,False,False,True,False,True,0.5537
P09,10,0.7663,0.3603,0.0206,0.5688,0.2811,0.333,0.5524,0.9962,0.4684,0.0268,0.9982,0.3654,0.4329,0.5972,True,False,False,False,False,0.5972
P09,11,0.2636,0.6856,0.7907,0.4684,0.5467,0.643,0.2968,0.3427,0.8913,1.0279,0.9279,0.7107,0.8359,0.3671,False,True,True,True,True,0.4
P09,12,0.5693,0.1425,0.2801,0.5831,0.0251,0.1507,0.8287,0.7401,0.1852,0.3641,1.0082,0.0326,0.1959,0.8458,True,False,False,False,False,0.8458
P09,13,0.891,0.3892,0.9796,0.627,0.3792,0.4019,0.9768,1.1583,0.506,1.2735,1.0389,0.493,0.5225,0.9791,True,False,True,False,False,0.9791
P09,14,0.5043,0.1966,0.0303,0.1825,0.0897,0.9316,0.646,0.6556,0.2556,0.0394,0.7278,0.1166,1.2111,0.6814,True,False,False,False,True,0.6814
P09,15,0.0821,0.646,0.2511,0.2844,0.2251,0.6321,0.84,0.1067,0.8398,0.3264,0.7991,0.2926,0.8217,0.856,False,True,False,False,True,0.856
P09,16,0.6546,0.3635,0.9662,0.5593,0.8365,0.39,0.0393,0.851,0.4726,1.2561,0.9915,1.0875,0.507,0.1354,True,False,True,True,False,0.4
P09,17,0.5088,0.7307,0.8699,1.0,0.1502,0.2495,0.5502,0.6614,0.9499,1.1309,1.3,0.1953,0.3244,0.5952,True,True,True,False,False,0.5952
P09,18,1.0,0.2162,1.0,0.1522,0.4908,0.01,0.6392,1.3,0.2811,1.3,0.7065,0.638,0.013,0.6753,True,False,True,True,False,0.6753
P09,19,1.0,0.0166,1.0,0.5619,0.4936,0.0421,0.7073,1.3,0.0216,1.3,0.9933,0.6417,0.0547,0.7366,True,False,True,True,False,0.7366
P09,20,1.0,0.6489,0.3996,0.6196,0.1656,0.0,0.4898,1.3,0.8436,0.5195,1.0337,0.2153,0.0,0.5408,True,True,False,False,False,0.5408
P09,21,1.0,0.216,1.0,0.152,0.491,0.01,0.639,1.3,0.2808,1.3,0.7064,0.6383,0.013,0.6751,True,False,True,True,False,0.6751
