UserID;ConditionID;GroupID;Timestamp;Iteration;Phase;IsPareto;energy;taskload;accInformed;accPleasant;accGlance;size_leaf;size_score;size_feedback;size_speed;size_accel;size_labels;opacity
11;v1;Study;2026-08-25 11:09:33;1;sampling;FALSE;43.02;50.0;85.0;95.0;95.0;0.615;0.046;0.118;0.636;0.59;0.405;0.413
11;v1;Study;2026-08-25 11:10:50;2;sampling;FALSE;46.977;10.0;95.0;95.0;95.0;0.084;0.71;0.073;0.565;0.725;0.115;0.466
11;v1;Study;2026-08-25 11:12:46;3;sampling;FALSE;42.414;47.5;90.0;75.0;75.0;0.957;0.772;0.048;0.992;0.321;0.043;0.453
11;v1;Study;2026-08-25 11:13:47;4;sampling;FALSE;43.481;17.5;95.0;95.0;95.0;0.496;0.345;0.114;0.331;0.475;0.002;0.381
11;v1;Study;2026-08-25 11:14:46;5;sampling;FALSE;38.701;7.5;80.0;85.0;95.0;0.172;0.835;0.289;0.772;0.613;0.969;0.982
11;v1;Study;2026-08-25 11:15:49;6;sampling;FALSE;43.503;27.5;65.0;80.0;95.0;0.284;0.02;0.067;0.421;0.271;0.725;0.213
11;v1;Study;2026-08-25 11:17:15;7;sampling;TRUE;33.449;17.5;95.0;95.0;95.0;0.285;0.756;0.101;0.845;0.681;0.522;0.615
11;v1;Study;2026-08-25 11:18:51;8;sampling;FALSE;44.092;7.5;70.0;80.0;65.0;0.388;0.45;0.013;0.611;0.693;0.355;0.208
11;v1;Study;2026-08-25 11:19:49;9;sampling;FALSE;42.747;75.0;25.0;50.0;25.0;0.379;0.294;0.977;0.198;0.173;0.257;0.939
11;v1;Study;2026-08-25 11:20:53;10;sampling;FALSE;43.838;40.0;75.0;50.0;50.0;0.192;0.738;0.755;0.249;0.405;0.93;0.716
11;v1;Study;2026-08-25 11:22:23;11;sampling;FALSE;42.017;5.0;95.0;95.0;95.0;0.962;0.282;0.347;0.093;0.782;0.488;0.912
11;v1;Study;2026-08-25 11:23:28;12;sampling;FALSE;40.086;52.5;25.0;45.0;45.0;0.776;0.264;0.531;0.315;0.496;0.692;0.324
11;v1;Study;2026-08-25 11:24:38;13;sampling;FALSE;40.694;12.5;60.0;90.0;95.0;0.054;0.304;0.105;0.705;0.64;0.305;0.512
11;v1;Study;2026-08-25 11:25:15;14;sampling;FALSE;45.813;5.0;95.0;95.0;95.0;0.942;0.012;0.387;0.826;0.723;0.195;0.999
11;v1;Study;2026-08-25 11:26:41;15;sampling;FALSE;39.685;5.0;70.0;95.0;95.0;0.25;0.094;0.28;0.636;0.916;0.615;0.627
11;v1;Study;2026-08-25 11:30:27;16;optimization;FALSE;40.082;5.0;60.0;65.0;95.0;0.412;0.769;0.15;0.111;0.859;0.0;0.568
11;v1;Study;2026-08-25 11:33:10;17;optimization;TRUE;37.597;5.0;95.0;95.0;95.0;1.0;0.307;0.299;0.081;1.0;0.071;1.0
11;v1;Study;2026-08-25 11:36:13;18;optimization;FALSE;64.612;10.0;95.0;95.0;95.0;0.152;0.735;0.325;0.782;1.0;0.0;0.698
11;v1;Study;2026-08-25 11:39:49;19;optimization;FALSE;41.647;5.0;95.0;95.0;95.0;1.0;0.687;0.33;0.759;0.808;0.606;0.78
11;v1;Study;2026-08-25 11:43:18;20;optimization;FALSE;49.894;5.0;25.0;75.0;95.0;0.411;0.308;0.102;0.116;0.825;1.0;1.0
11;v1;Study;2026-08-25 11:43:53;21;finaldesign;NULL;38.038;0;100;100;90;1;0.307;0.299;0.081;1;0.071;1
